experiment_id,transcript_id,model_name,technique_name,rag_enabled,quantity_value,estimated_weight_g
178,28,Llama 3.2 3B Instruct,structured-output,false,300.0,0.0
178,28,Llama 3.2 3B Instruct,structured-output,false,2.0,0.0
178,28,Llama 3.2 3B Instruct,structured-output,false,1.0,0.0
178,28,Llama 3.2 3B Instruct,structured-output,false,1.0,0.0
178,28,Llama 3.2 3B Instruct,structured-output,false,1.0,0.0
179,29,Llama 3.2 3B Instruct,structured-output,false,20.0,28.0
179,29,Llama 3.2 3B Instruct,structured-output,false,100.0,115.0
179,29,Llama 3.2 3B Instruct,structured-output,false,1.0,50.0
179,29,Llama 3.2 3B Instruct,structured-output,false,100.0,170.0
180,30,Llama 3.2 3B Instruct,structured-output,false,200.0,0.0
180,30,Llama 3.2 3B Instruct,structured-output,false,1.0,30.0
180,30,Llama 3.2 3B Instruct,structured-output,false,100.0,0.0
189,39,Llama 3.2 3B Instruct,structured-output,false,200.0,0.0
189,39,Llama 3.2 3B Instruct,structured-output,false,4.0,0.0
189,39,Llama 3.2 3B Instruct,structured-output,false,3.0,0.0
189,39,Llama 3.2 3B Instruct,structured-output,false,1.0,0.0
189,39,Llama 3.2 3B Instruct,structured-output,false,2.0,0.0
189,39,Llama 3.2 3B Instruct,structured-output,false,20.0,0.0
200,50,Llama 3.2 3B Instruct,structured-output,false,2.0,100.0
200,50,Llama 3.2 3B Instruct,structured-output,false,1.5,30.0
200,50,Llama 3.2 3B Instruct,structured-output,false,1.0,20.0
200,50,Llama 3.2 3B Instruct,structured-output,false,1.0,5.0
200,50,Llama 3.2 3B Instruct,structured-output,false,0.5,2.5
200,50,Llama 3.2 3B Instruct,structured-output,false,1.0,2.5
200,50,Llama 3.2 3B Instruct,structured-output,false,1.0,2.5
200,50,Llama 3.2 3B Instruct,structured-output,false,200.0,10000.0
203,2,Phi-4-mini 3.8B Instruct,zero-shot,false,1.0,200.0
404,3,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
407,6,Qwen 2.5 3B Instruct,zero-shot,false,1.0,150.0
408,7,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,1.0,45.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,3.0,72.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,1.0,5.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,1.0,245.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,3.0,74.55
409,8,Qwen 2.5 3B Instruct,zero-shot,false,1.0,5.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,1.0,5.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,25.0,28.4
409,8,Qwen 2.5 3B Instruct,zero-shot,false,2.0,15.0
409,8,Qwen 2.5 3B Instruct,zero-shot,false,3.0,18.95
409,8,Qwen 2.5 3B Instruct,zero-shot,false,1.0,52.6
410,9,Qwen 2.5 3B Instruct,zero-shot,false,1.0,250.0
410,9,Qwen 2.5 3B Instruct,zero-shot,false,1.0,200.0
410,9,Qwen 2.5 3B Instruct,zero-shot,false,30.0,30.0
410,9,Qwen 2.5 3B Instruct,zero-shot,false,30.0,15.0
410,9,Qwen 2.5 3B Instruct,zero-shot,false,10.0,5.0
411,10,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
412,11,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
412,11,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
412,11,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
412,11,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
412,11,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
412,11,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
412,11,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
414,13,Qwen 2.5 3B Instruct,zero-shot,false,1.0,50.0
414,13,Qwen 2.5 3B Instruct,zero-shot,false,1.0,5.0
414,13,Qwen 2.5 3B Instruct,zero-shot,false,2.0,30.0
414,13,Qwen 2.5 3B Instruct,zero-shot,false,1.0,7.0
414,13,Qwen 2.5 3B Instruct,zero-shot,false,4.0,125.0
417,16,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
417,16,Qwen 2.5 3B Instruct,zero-shot,false,1.0,3.8
417,16,Qwen 2.5 3B Instruct,zero-shot,false,2.0,10.7
417,16,Qwen 2.5 3B Instruct,zero-shot,false,1.0,5.3
417,16,Qwen 2.5 3B Instruct,zero-shot,false,3.0,4.5
417,16,Qwen 2.5 3B Instruct,zero-shot,false,1.0,0.6
417,16,Qwen 2.5 3B Instruct,zero-shot,false,1.0,0.6
417,16,Qwen 2.5 3B Instruct,zero-shot,false,2.0,0.4
417,16,Qwen 2.5 3B Instruct,zero-shot,false,1.0,54.9
420,19,Qwen 2.5 3B Instruct,zero-shot,false,1.0,200.0
420,19,Qwen 2.5 3B Instruct,zero-shot,false,4.0,20.0
420,19,Qwen 2.5 3B Instruct,zero-shot,false,1.0,0.5
420,19,Qwen 2.5 3B Instruct,zero-shot,false,1.0,0.5
420,19,Qwen 2.5 3B Instruct,zero-shot,false,1.0,0.5
420,19,Qwen 2.5 3B Instruct,zero-shot,false,15.0,15.0
420,19,Qwen 2.5 3B Instruct,zero-shot,false,1.0,50.0
420,19,Qwen 2.5 3B Instruct,zero-shot,false,15.0,15.0
420,19,Qwen 2.5 3B Instruct,zero-shot,false,15.0,20.0
420,19,Qwen 2.5 3B Instruct,zero-shot,false,15.0,20.0
420,19,Qwen 2.5 3B Instruct,zero-shot,false,2.0,0.5
420,19,Qwen 2.5 3B Instruct,zero-shot,false,15.0,30.0
421,20,Qwen 2.5 3B Instruct,zero-shot,false,1.0,200.0
421,20,Qwen 2.5 3B Instruct,zero-shot,false,300.0,300.0
421,20,Qwen 2.5 3B Instruct,zero-shot,false,150.0,200.0
421,20,Qwen 2.5 3B Instruct,zero-shot,false,150.0,200.0
422,21,Qwen 2.5 3B Instruct,zero-shot,false,0.0,0.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,300.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,20.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,10.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,30.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,4.0,80.0
427,1,Gemma-SEA-LION v4 4B,zero-shot,false,4.0,10.0
432,6,Gemma-SEA-LION v4 4B,zero-shot,false,300.0,300.0
432,6,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,2.0
432,6,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,2.0
432,6,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,2.0
432,6,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,14.0
433,3,Qwen 2.5 3B Instruct,few-shot,false,1.0,250.0
433,3,Qwen 2.5 3B Instruct,few-shot,false,2.0,14.0
433,3,Qwen 2.5 3B Instruct,few-shot,false,1.0,14.0
433,3,Qwen 2.5 3B Instruct,few-shot,false,1.0,50.0
433,3,Qwen 2.5 3B Instruct,few-shot,false,1.0,50.0
433,3,Qwen 2.5 3B Instruct,few-shot,false,1.0,50.0
433,3,Qwen 2.5 3B Instruct,few-shot,false,1.0,30.0
436,9,Gemma-SEA-LION v4 4B,zero-shot,false,150.0,150.0
436,9,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,50.0
436,9,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,30.0
436,9,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
436,9,Gemma-SEA-LION v4 4B,zero-shot,false,80.0,80.0
436,9,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,30.0
436,9,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,20.0
437,10,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,120.0
437,10,Gemma-SEA-LION v4 4B,zero-shot,false,0.5,240.0
437,10,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,50.0
437,10,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,80.0
437,10,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,120.0
437,10,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,240.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,500.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,8.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,100.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,2.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,2.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,20.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,90.0
443,15,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,200.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,15.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,10.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,14.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,10.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,30.0
444,16,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,150.0,150.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,30.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,200.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,50.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,50.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,50.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,30.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,20.0,20.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,10.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,200.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,20.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,30.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,200.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,50.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,50.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,200.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,20.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,150.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,50.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,30.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,10.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,50.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,10.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,20.0
453,24,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,300.0
453,24,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,30.0
453,24,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,20.0
455,6,Qwen 2.5 3B Instruct,few-shot,false,2.0,350.0
455,6,Qwen 2.5 3B Instruct,few-shot,false,1.0,0.5
455,6,Qwen 2.5 3B Instruct,few-shot,false,1.0,0.5
455,6,Qwen 2.5 3B Instruct,few-shot,false,1.0,0.5
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,40.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,150.0,150.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,6.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,3.0,0.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,10.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,300.0,300.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,28.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,3.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,240.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,200.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,50.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,100.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,50.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,1.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,250.0,250.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,120.0,120.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,28.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,60.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,300.0,300.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,60.0,60.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,30.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,50.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,30.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,3.0,5.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,2.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,150.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,20.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,0.5,5.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,8.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,60.0,60.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,30.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,60.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,150.0
466,7,Qwen 2.5 3B Instruct,few-shot,false,1.0,200.0
466,7,Qwen 2.5 3B Instruct,few-shot,false,1.0,6.0
466,7,Qwen 2.5 3B Instruct,few-shot,false,4.0,58.5
466,7,Qwen 2.5 3B Instruct,few-shot,false,1.0,50.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,100.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,15.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,10.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,6.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,4.0,200.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,30.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,60.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,30.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,4.0,160.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,150.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,60.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,50.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,50.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,30.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,80.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,100.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,15.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,10.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,100.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,2.5,150.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,15.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,10.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,50.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,80.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,10.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,20.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,200.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,15.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,5.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,5.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,10.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,15.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,10.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,2.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,150.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,2.5,100.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,60.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,1.0,80.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.25,1.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.25,1.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.25,1.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,150.0,150.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.5,2.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,500.0,500.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,1.0,5.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,1.0,5.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,1.0,5.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,2.0,14.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,1.0,280.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,1.0,240.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,1.0,3.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,2.0,6.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,1.0,15.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,1.0,1.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,2.0,30.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,1.0,25.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,1.0,150.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,1.0,2.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,1.0,1.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,1.0,113.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,2.0,60.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,1.0,15.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,1.0,180.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,2.0,30.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,1.0,10.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,1.0,120.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,0.5,240.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,1.0,30.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,1.0,50.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,1.0,14.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,2.0,200.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,3.0,200.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,2.0,14.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,1.0,50.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,2.0,50.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,2.0,50.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,250.0,250.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,1.0,15.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,2.0,20.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,1.0,15.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,1.0,13.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,2.0,10.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,1.0,6.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,2.0,20.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,200.0,200.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,200.0,200.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,100.0,100.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,200.0,200.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,100.0,100.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,100.0,100.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,100.0,100.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,50.0,50.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,20.0,20.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,300.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,2.0,20.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,15.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,10.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,3.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,5.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,2.0,10.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,3.0,60.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,2.0,10.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,2.0,8.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,200.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,320.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,50.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,100.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,200.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,100.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,100.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,1.0,400.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,2.0,30.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,100.0,100.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,2.0,150.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,2.0,50.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,3.0,45.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,2.0,10.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,1.0,50.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,2.0,30.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,2.0,15.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,300.0,300.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,5.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.5,3.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.25,2.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,2.0,10.0
514,10,Qwen 2.5 3B Instruct,few-shot,false,2.0,175.0
514,10,Qwen 2.5 3B Instruct,few-shot,false,1.0,200.0
514,10,Qwen 2.5 3B Instruct,few-shot,false,2.0,50.0
514,10,Qwen 2.5 3B Instruct,few-shot,false,1.0,200.0
514,10,Qwen 2.5 3B Instruct,few-shot,false,2.0,30.0
517,26,Gemma-SEA-LION v4 4B,few-shot,false,5.0,14.0
517,26,Gemma-SEA-LION v4 4B,few-shot,false,1.0,14.0
517,26,Gemma-SEA-LION v4 4B,few-shot,false,2.0,10.0
517,26,Gemma-SEA-LION v4 4B,few-shot,false,1.0,2.0
519,27,Gemma-SEA-LION v4 4B,few-shot,false,1.0,40.0
519,27,Gemma-SEA-LION v4 4B,few-shot,false,150.0,150.0
519,27,Gemma-SEA-LION v4 4B,few-shot,false,1.0,14.0
519,27,Gemma-SEA-LION v4 4B,few-shot,false,1.0,10.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,150.0,150.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,5.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,5.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,100.0,100.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,60.0,60.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,10.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,150.0,150.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,30.0,30.0
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,15.0
521,28,Gemma-SEA-LION v4 4B,few-shot,false,300.0,300.0
521,28,Gemma-SEA-LION v4 4B,few-shot,false,2.0,28.0
521,28,Gemma-SEA-LION v4 4B,few-shot,false,1.0,6.0
521,28,Gemma-SEA-LION v4 4B,few-shot,false,1.0,240.0
522,10,Gemma-SEA-LION v4 4B,chain-of-thought,false,1.0,120.0
522,10,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.5,200.0
