experiment_id,transcript_id,model_name,technique_name,rag_enabled,calories,protein_g,total_fat_g,total_carbohydrate_g,sodium_mg,total_sugars_g,calcium_mg,iron_mg,potassium_mg
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,25.0,12.0,0.0,400.0,0.0,0.0,5.0,200.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,1.0,0.5,20.0,100.0,1.0,50.0,0.8,70.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,2.0,1.0,10.0,100.0,2.0,20.0,1.5,150.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,25.0,0.5,0.1,7.0,0.0,3.0,0.0,1.0,80.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,0.5,0.3,3.0,0.0,2.0,0.0,0.3,60.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,1.0,0.2,2.0,0.0,1.0,10.0,1.5,60.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,0.5,0.3,2.0,0.0,1.0,0.0,0.3,30.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,2.0,0.5,1.0,800.0,0.0,0.0,1.5,50.0
446,18,Gemma-SEA-LION v4 4B,zero-shot,false,80.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,100.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,150.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,60.0,1.0,0.0,15.0,0.0,13.0,0.0,0.5,400.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,1.0,0.0,10.0,0.0,8.0,0.0,0.0,50.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,2.0,0.0,25.0,0.0,10.0,0.0,3.0,150.0
449,20,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,4.0,16.0,35.0,75.0,32.0,150.0,0.0,100.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,150.0,24.0,8.0,0.0,100.0,0.0,0.0,3.0,200.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,8.0,8.0,30.0,400.0,10.0,50.0,3.0,200.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,148.0,8.0,9.0,1.0,20.0,1.0,25.0,1.0,340.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,90.0,0.0,10.0,1.0,450.0,1.0,0.0,0.0,0.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,5.0,0.5,0.3,1.0,2.0,0.0,0.0,0.3,48.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,16.0,0.9,0.4,8.0,10.0,2.0,0.0,1.3,75.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,5.0,0.5,0.3,1.0,2.0,0.0,0.0,0.3,20.0
450,21,Gemma-SEA-LION v4 4B,zero-shot,false,40.0,0.0,3.5,0.0,700.0,0.0,0.0,0.0,0.0
453,24,Gemma-SEA-LION v4 4B,zero-shot,false,250.0,35.0,14.0,0.0,400.0,0.0,0.0,4.0,200.0
453,24,Gemma-SEA-LION v4 4B,zero-shot,false,60.0,2.0,4.0,8.0,150.0,6.0,0.0,0.0,10.0
453,24,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
455,6,Qwen 2.5 3B Instruct,few-shot,false,194.0,2.7,10.6,3.9,160.0,0.0,85.0,0.9,364.0
455,6,Qwen 2.5 3B Instruct,few-shot,false,28.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
455,6,Qwen 2.5 3B Instruct,few-shot,false,2.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0
455,6,Qwen 2.5 3B Instruct,few-shot,false,37.0,0.2,0.2,0.0,40.0,0.0,0.0,0.0,0.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,130.0,5.0,3.0,27.0,2.0,3.0,10.0,2.0,420.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,26.0,8.0,0.0,150.0,0.0,0.0,5.0,315.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,0.5,0.3,1.0,2.0,0.0,0.0,0.2,40.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,0.5,1.0,2.0,480.0,1.0,0.0,0.3,20.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,27,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,8.0,1.0,0.0,250.0,0.0,0.0,3.0,150.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,32.0,0.5,0.5,8.0,2.0,6.0,19.0,0.8,170.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,64.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,40.0,1.0,0.5,7.0,2.0,2.0,0.0,1.5,30.0
458,28,Gemma-SEA-LION v4 4B,zero-shot,false,130.0,6.0,9.0,16.0,120.0,8.0,350.0,0.2,270.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,500.0,8.0,34.0,60.0,75.0,40.0,20.0,10.0,300.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,700.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,156.0,13.0,11.0,0.6,74.0,0.0,25.0,6.0,348.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0
459,29,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,48.0,1.0,0.7,13.0,1.0,12.0,8.0,0.7,190.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,136.0,2.0,12.0,7.0,15.0,6.0,35.0,0.1,20.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,64.0,0.0,0.0,16.0,1.0,16.0,0.0,0.0,20.0
460,30,Gemma-SEA-LION v4 4B,zero-shot,false,130.0,6.0,4.0,26.0,150.0,4.0,30.0,1.0,320.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,300.0,3.0,15.0,40.0,200.0,8.0,0.0,1.0,400.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,120.0,2.0,13.0,4.0,350.0,7.0,0.0,0.0,150.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,0.5,0.5,5.0,250.0,3.0,8.0,0.0,100.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,0.5,0.5,3.0,50.0,1.0,10.0,0.0,50.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,150.0,5.0,8.0,7.0,400.0,3.0,150.0,2.0,80.0
461,31,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,0.3,0.2,1.0,20.0,0.5,0.0,0.2,40.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,800.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,20.0,0.1,0.3,1.0,5.0,0.2,0.0,0.4,50.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,0.05,0.1,0.3,0.0,0.0,0.0,0.1,20.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,40.0,1.0,0.6,13.0,10.0,2.5,15.0,3.0,370.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,8.0,0.3,0.1,2.0,0.0,1.0,0.0,0.8,75.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.1,0.0,0.0,640.0,0.0,0.0,0.0,0.0
462,32,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,0.0,0.0,13.0,0.0,12.5,0.0,0.0,30.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,120.0,6.0,9.0,12.0,450.0,3.0,150.0,0.5,20.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,64.0,0.0,0.0,17.0,0.0,16.0,0.0,0.0,80.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,90.0,3.0,8.0,7.0,150.0,6.0,0.0,1.0,40.0
463,33,Gemma-SEA-LION v4 4B,zero-shot,false,105.0,1.0,0.0,27.0,2.0,14.0,6.0,0.8,370.0
466,7,Qwen 2.5 3B Instruct,few-shot,false,80.0,8.0,3.5,6.5,70.0,2.0,35.0,0.6,180.0
466,7,Qwen 2.5 3B Instruct,few-shot,false,20.0,1.0,0.5,0.0,10.0,0.0,0.0,0.1,20.0
466,7,Qwen 2.5 3B Instruct,few-shot,false,23.0,0.0,0.1,0.5,0.0,0.1,0.0,0.0,2.0
466,7,Qwen 2.5 3B Instruct,few-shot,false,39.0,3.0,2.5,7.8,200.0,1.9,25.0,0.8,140.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,950.0,13.0,78.0,7.0,40.0,15.0,0.0,4.0,260.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,2.0,0.0,1.0,600.0,0.0,10.0,1.0,30.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,2.0,0.0,1.0,200.0,0.0,5.0,1.0,20.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,64.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,60.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,8.0,0.5,0.0,1.0,2.0,0.0,0.0,0.6,180.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,8.0,0.2,0.0,0.5,1.0,0.0,0.0,0.1,80.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,5.0,0.1,0.0,0.3,20.0,0.0,0.0,0.2,15.0
468,37,Gemma-SEA-LION v4 4B,zero-shot,false,120.0,5.0,2.0,30.0,400.0,2.0,20.0,3.0,180.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,60.0,2.0,10.0,12.0,50.0,3.0,0.0,1.0,150.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,120.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,2.0,8.0,6.0,100.0,3.0,15.0,0.0,100.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,100.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,150.0,8.0,14.0,1.0,250.0,0.0,350.0,1.0,40.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,80.0,0.0,9.0,0.0,20.0,0.0,0.0,0.0,0.0
469,38,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,12.0,3.0,60.0,350.0,0.0,30.0,3.0,400.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,130.0,12.0,11.0,1.0,150.0,3.0,50.0,1.0,180.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,40.0,1.0,0.5,10.0,0.0,2.0,10.0,1.0,300.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,0.5,0.3,1.0,0.0,0.0,0.0,0.3,80.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,0.4,0.2,3.0,0.0,2.0,0.0,0.7,150.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,80.0,18.0,6.0,0.5,1200.0,0.0,200.0,7.0,350.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,120.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
470,39,Gemma-SEA-LION v4 4B,zero-shot,false,60.0,12.0,4.0,0.0,300.0,0.0,0.0,3.0,50.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,950.0,8.0,63.0,7.0,40.0,13.0,0.0,4.0,420.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,2.0,0.0,1.0,380.0,0.0,10.0,1.0,30.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,5.0,1.0,0.0,2.0,75.0,3.0,0.0,0.0,15.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,64.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,60.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,5.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,5.0,0.0,0.0,1.0,20.0,0.0,0.0,0.1,5.0
472,41,Gemma-SEA-LION v4 4B,zero-shot,false,95.0,5.0,1.0,26.0,400.0,1.0,30.0,3.0,280.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,20.0,1.0,0.5,5.0,50.0,3.0,10.0,0.2,150.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,0.5,0.5,2.0,200.0,1.0,0.0,0.4,20.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,15.0,1.0,0.3,2.0,400.0,1.0,5.0,0.3,20.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,80.0,6.0,5.0,0.5,60.0,0.0,70.0,2.0,300.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,25.0,1.0,0.3,6.0,10.0,3.0,15.0,0.8,170.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,5.0,0.3,0.1,1.0,20.0,0.5,10.0,0.2,20.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,50.0,0.5,4.0,3.0,100.0,1.0,0.0,0.8,30.0
480,48,Gemma-SEA-LION v4 4B,zero-shot,false,8.0,0.2,0.2,1.0,3.0,1.0,5.0,0.2,60.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,20.0,1.0,0.5,6.0,10.0,2.0,15.0,0.2,84.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,2.0,0.5,2.0,600.0,1.0,0.0,0.4,50.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,10.0,0.5,0.3,1.0,0.0,0.0,0.0,0.1,20.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,20.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.3,10.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,8.0,0.3,0.0,1.0,2.0,1.0,2.0,0.0,30.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,5.0,0.3,0.2,1.0,2.0,0.5,10.0,0.1,25.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,80.0,1.0,10.0,2.0,300.0,1.0,5.0,0.8,60.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,45.0,2.0,4.5,2.0,0.0,0.0,15.0,3.6,40.0
481,49,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,20.0,1.0,0.3,3.0,10.0,1.0,5.0,0.2,300.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,200.0,6.0,18.0,2.0,350.0,4.0,300.0,0.2,150.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,6.0,2.0,4.0,75.0,6.0,120.0,0.3,80.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,30.0,1.0,0.4,7.0,5.0,1.0,5.0,0.8,100.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,5.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,230.0,25.0,18.0,0.0,400.0,0.0,40.0,6.0,300.0
482,50,Gemma-SEA-LION v4 4B,zero-shot,false,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,770.0,7.0,8.0,65.0,140.0,0.0,28.0,4.0,930.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,6,Gemma-SEA-LION v4 4B,few-shot,false,56.0,1.0,0.8,13.0,0.0,0.0,16.0,0.8,30.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,360.0,28.0,7.0,63.0,540.0,10.0,80.0,6.0,950.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,7.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,14.0,1.0,0.3,2.0,2.0,0.0,7.0,0.6,58.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,12.0,0.0,0.2,2.0,1.0,1.0,3.0,0.2,75.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,180.0,8.0,18.0,9.0,270.0,1.0,400.0,12.0,130.0
489,7,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,268.0,32.0,17.0,0.0,50.0,0.0,0.0,8.0,400.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,204.0,8.0,16.0,2.0,75.0,1.0,245.0,12.0,30.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,90.0,3.0,9.0,1.0,170.0,0.0,2.0,1.0,50.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,20.0,0.0,0.0,3.0,600.0,1.0,0.0,0.0,30.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,130.0,3.0,0.2,45.0,5.0,0.2,16.0,4.0,570.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,15.0,1.0,0.5,2.0,75.0,0.0,30.0,0.5,20.0
491,9,Gemma-SEA-LION v4 4B,few-shot,false,16.0,1.0,0.3,2.0,25.0,0.8,2.0,0.5,30.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,672.0,8.0,1.5,26.0,0.0,0.0,0.0,2.0,300.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,20.0,1.0,1.5,1.0,80.0,0.0,30.0,0.5,80.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,20.0,1.0,0.5,13.0,50.0,0.0,0.0,1.0,30.0
492,10,Gemma-SEA-LION v4 4B,few-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,175.0,8.0,9.0,2.0,60.0,1.0,50.0,1.0,145.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,175.0,8.0,9.0,2.0,60.0,1.0,50.0,1.0,145.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,90.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,23.0,2.5,2.5,4.0,10.0,3.0,10.0,0.4,10.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,63.0,2.5,6.5,4.0,8.0,2.0,10.0,0.4,10.0
494,9,Qwen 2.5 3B Instruct,few-shot,false,136.0,0.5,8.5,1.0,40.0,1.0,0.0,0.1,0.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,1400.0,90.0,63.0,0.0,700.0,0.0,0.0,32.0,800.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,30.0,2.0,0.5,1.0,800.0,0.0,0.0,1.0,50.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,20.0,1.0,0.3,0.0,600.0,0.0,0.0,0.0,25.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,15.0,0.5,0.3,2.0,0.0,0.0,0.0,1.0,40.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,8.0,0.2,0.1,1.0,0.0,0.0,0.0,0.4,30.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,60.0,1.0,1.0,12.0,350.0,10.0,0.0,0.0,50.0
499,16,Gemma-SEA-LION v4 4B,few-shot,false,60.0,3.0,1.0,7.0,20.0,1.0,60.0,3.0,300.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,176.0,26.0,11.0,0.0,150.0,0.0,0.0,5.0,180.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,90.0,1.0,0.5,20.0,70.0,1.0,30.0,0.8,25.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,60.0,2.0,1.0,12.0,50.0,3.0,35.0,1.6,80.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,42.0,0.7,0.3,11.0,5.0,3.0,15.0,1.1,60.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,36.0,0.7,0.4,8.0,10.0,3.0,10.0,0.8,60.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,25.0,3.0,0.3,5.0,5.0,2.0,15.0,1.6,40.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,17.0,0.7,0.2,3.0,10.0,1.0,8.0,0.6,30.0
501,18,Gemma-SEA-LION v4 4B,few-shot,false,104.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,200.0,40.0,12.0,0.0,300.0,0.0,0.0,3.0,250.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,10.0,2.0,0.5,0.0,600.0,0.0,0.0,0.1,5.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.0,1.0,0.0,15.0,0.0,3.0,0.0,0.8,20.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,10.0,0.5,0.3,2.0,5.0,1.0,10.0,0.2,30.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,100.0,1.0,0.5,20.0,1.0,15.0,30.0,1.5,180.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.2,5.0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,10.0,1.0,0.3,2.0,5.0,0.0,0.0,0.5,20.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,150.0,0.0,4.0,37.0,180.0,34.0,25.0,0.0,100.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,40.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,0.0,0.0,0.0,35.0,0.0,35.0,100.0,0.0,400.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,60.0,1.0,0.0,13.0,1.0,12.0,5.0,0.6,180.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,25.0,1.0,0.5,15.0,5.0,13.0,20.0,0.8,70.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,80.0,2.0,0.5,27.0,2.0,18.0,5.0,1.6,120.0
504,20,Gemma-SEA-LION v4 4B,few-shot,false,210.0,6.0,20.0,49.0,130.0,45.0,170.0,3.0,200.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,240.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,200.0,26.0,15.0,0.0,100.0,0.0,0.0,8.0,200.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,300.0,8.0,8.0,50.0,600.0,10.0,20.0,4.0,300.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,100.0,8.0,9.0,1.0,20.0,0.0,24.0,1.0,80.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,200.0,0.0,22.0,2.0,600.0,1.0,0.0,0.0,50.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,15.0,1.0,0.5,1.0,2.0,0.0,0.0,0.7,20.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,30.0,0.5,0.5,6.0,10.0,2.0,0.0,0.8,70.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,10.0,0.4,0.3,2.0,2.0,0.5,10.0,0.3,20.0
506,21,Gemma-SEA-LION v4 4B,few-shot,false,120.0,0.0,13.0,0.0,400.0,0.0,0.0,0.0,0.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,75.0,2.0,2.0,30.0,100.0,5.0,15.0,1.0,900.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,5.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
