experiment_id,transcript_id,model_name,technique_name,rag_enabled,name_original,name_en,is_hallucinated
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,timun,cucumber,0
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,krim cheese,cream cheese,0
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,yogurt,plain yogurt,0
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,bawang merah,red onion,1
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,garam,salt,0
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,pepper,black pepper,0
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,garlic powder,garlic powder,0
150,50,Llama 3.2 3B Instruct,chain-of-thought,0,smoked salmon,smoked salmon,0
160,10,Llama 3.2 3B Instruct,structured-output,0,tepung,flour,0
160,10,Llama 3.2 3B Instruct,structured-output,0,seaweed,dried seaweed,0
160,10,Llama 3.2 3B Instruct,structured-output,0,japchae,glass noodle,0
160,10,Llama 3.2 3B Instruct,structured-output,0,minyak,oil,1
160,10,Llama 3.2 3B Instruct,structured-output,0,sweet chili sauce,-,0
161,11,Llama 3.2 3B Instruct,structured-output,0,daging frozen,Beef (frozen),1
161,11,Llama 3.2 3B Instruct,structured-output,0,bawang merah,Onion,0
161,11,Llama 3.2 3B Instruct,structured-output,0,bawang putih,Garlic,0
161,11,Llama 3.2 3B Instruct,structured-output,0,black pepper,Black Pepper,0
161,11,Llama 3.2 3B Instruct,structured-output,0,garlic powder,Garlic Powder,0
161,11,Llama 3.2 3B Instruct,structured-output,0,daun rosemary,Rosemary,1
161,11,Llama 3.2 3B Instruct,structured-output,0,paprika,Paprika,0
161,11,Llama 3.2 3B Instruct,structured-output,0,tomato paste,Tomato Paste,0
161,11,Llama 3.2 3B Instruct,structured-output,0,dekat air,Water,0
161,11,Llama 3.2 3B Instruct,structured-output,0,krim masak,Cream (cooking),1
161,11,Llama 3.2 3B Instruct,structured-output,0,toma,Tomato,0
161,11,Llama 3.2 3B Instruct,structured-output,0,keju dill burger,Cheese Dill Burger,0
168,18,Llama 3.2 3B Instruct,structured-output,0,daging hiris nipis,Thinly sliced beef,1
168,18,Llama 3.2 3B Instruct,structured-output,0,sayur lengkap,Mixed vegetables,1
168,18,Llama 3.2 3B Instruct,structured-output,0,bawang holland,Holland onions,0
168,18,Llama 3.2 3B Instruct,structured-output,0,carrot,Carrots,1
168,18,Llama 3.2 3B Instruct,structured-output,0,capsicum,Capsicums,1
168,18,Llama 3.2 3B Instruct,structured-output,0,mushroom,Mushrooms,1
168,18,Llama 3.2 3B Instruct,structured-output,0,glass noodle,Glass noodles,1
168,18,Llama 3.2 3B Instruct,structured-output,0,sos japchae,Japchae sauce,1
174,24,Llama 3.2 3B Instruct,structured-output,0,ayam,chicken,0
174,24,Llama 3.2 3B Instruct,structured-output,0,madu,honey,0
174,24,Llama 3.2 3B Instruct,structured-output,0,kemboi,chili pepper,1
174,24,Llama 3.2 3B Instruct,structured-output,0,kicap,soy sauce,1
174,24,Llama 3.2 3B Instruct,structured-output,0,daun bawang,garlic,1
174,24,Llama 3.2 3B Instruct,structured-output,0,air,water,0
178,28,Llama 3.2 3B Instruct,structured-output,0,Strawberry,Strawberry,1
178,28,Llama 3.2 3B Instruct,structured-output,0,Gula,Sugar,0
178,28,Llama 3.2 3B Instruct,structured-output,0,Matcha,Green Tea Matcha,1
178,28,Llama 3.2 3B Instruct,structured-output,0,Susu Oat,Oat Milk,1
178,28,Llama 3.2 3B Instruct,structured-output,0,Es Batu,Ice Cube,1
179,29,Llama 3.2 3B Instruct,structured-output,0,butter,Butter,1
179,29,Llama 3.2 3B Instruct,structured-output,0,tepung serba guna,All-purpose flour,1
179,29,Llama 3.2 3B Instruct,structured-output,0,telur,Egg,1
179,29,Llama 3.2 3B Instruct,structured-output,0,dark chocolate,Dark Chocolate,1
180,30,Llama 3.2 3B Instruct,structured-output,0,strawberry,Strawberries,1
180,30,Llama 3.2 3B Instruct,structured-output,0,roti,Bread,0
180,30,Llama 3.2 3B Instruct,structured-output,0,krim,Whipping Cream,0
189,39,Llama 3.2 3B Instruct,structured-output,0,nasi,rice,0
189,39,Llama 3.2 3B Instruct,structured-output,0,telur,egg,0
189,39,Llama 3.2 3B Instruct,structured-output,0,bawang,onion,0
189,39,Llama 3.2 3B Instruct,structured-output,0,cili,chili pepper,0
189,39,Llama 3.2 3B Instruct,structured-output,0,ikan bilis,dried fish,1
189,39,Llama 3.2 3B Instruct,structured-output,0,minyak,oil,0
200,50,Llama 3.2 3B Instruct,structured-output,0,timun,cucumber,0
200,50,Llama 3.2 3B Instruct,structured-output,0,krim cheese,cream cheese,0
200,50,Llama 3.2 3B Instruct,structured-output,0,yogurt,yogurt,0
200,50,Llama 3.2 3B Instruct,structured-output,0,bawang merah,garlic,0
200,50,Llama 3.2 3B Instruct,structured-output,0,garam,salt,0
200,50,Llama 3.2 3B Instruct,structured-output,0,pepper,black pepper,0
200,50,Llama 3.2 3B Instruct,structured-output,0,MSG,monosodium glutamate,1
200,50,Llama 3.2 3B Instruct,structured-output,0,smoked salmon,smoked salmon,0
203,2,Phi-4-mini 3.8B Instruct,zero-shot,0,-,-,1
404,3,Qwen 2.5 3B Instruct,zero-shot,0,-,-,1
407,6,Qwen 2.5 3B Instruct,zero-shot,0,Kentang,Potato,0
408,7,Qwen 2.5 3B Instruct,zero-shot,0,-,-,1
409,8,Qwen 2.5 3B Instruct,zero-shot,0,minyak,oil,0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,bawang holland,onion and garlic,0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,bawang putih,garlic,0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,lada benggala,red pepper flakes (cayenne),0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,tomat cincang,diced tomatoes,0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,biji telur,egg,0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,paprika,pepper powder (black pepper),0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,jintan putih,white mustard seeds,1
409,8,Qwen 2.5 3B Instruct,zero-shot,0,parmesan cheese,parmesan cheese (optional),0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,dry parsley,dried parsley,1
409,8,Qwen 2.5 3B Instruct,zero-shot,0,olive oil,olive oil (for toasting),0
409,8,Qwen 2.5 3B Instruct,zero-shot,0,roti (biasa),plain bread,0
410,9,Qwen 2.5 3B Instruct,zero-shot,0,salmon,salmon,0
410,9,Qwen 2.5 3B Instruct,zero-shot,0,rice,rice,0
410,9,Qwen 2.5 3B Instruct,zero-shot,0,cream cheese,creamed cheese,1
410,9,Qwen 2.5 3B Instruct,zero-shot,0,ketchup,ketchup,1
410,9,Qwen 2.5 3B Instruct,zero-shot,0,sriracha sauce,sriracha sauce,0
411,10,Qwen 2.5 3B Instruct,zero-shot,0,-,-,0
412,11,Qwen 2.5 3B Instruct,zero-shot,0,daging frozen yang tak sempat-sempat nak masak,-,1
412,11,Qwen 2.5 3B Instruct,zero-shot,0,bawang merah dan bawang putih,-,1
412,11,Qwen 2.5 3B Instruct,zero-shot,0,"black pepper, garlic powder, daun rosemary and paprika",-,1
412,11,Qwen 2.5 3B Instruct,zero-shot,0,"tomato paste, dekat air dan cooking cream",-,1
412,11,Qwen 2.5 3B Instruct,zero-shot,0,kepingan keju cheese dill burger,-,1
412,11,Qwen 2.5 3B Instruct,zero-shot,0,sauce yang lagi creamy,-,1
412,11,Qwen 2.5 3B Instruct,zero-shot,0,doughnut,-,1
414,13,Qwen 2.5 3B Instruct,zero-shot,0,daging syabu-syabu,beef shabu-shabu,1
414,13,Qwen 2.5 3B Instruct,zero-shot,0,garam,salt,1
414,13,Qwen 2.5 3B Instruct,zero-shot,0,bawang putih,garlic,1
414,13,Qwen 2.5 3B Instruct,zero-shot,0,butter,butter,1
414,13,Qwen 2.5 3B Instruct,zero-shot,0,kepingan keju,cheese slices,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,daging,beef,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,minyak bijan,palm oil,0
417,16,Qwen 2.5 3B Instruct,zero-shot,0,kicap masin,soy sauce,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,sos tiram mahsuri,mirin sauce,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,tepung jagung,corn starch,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,white pepper,white pepper powder,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,black pepper,black pepper powder,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,lada benggala,dried red pepper powder,1
417,16,Qwen 2.5 3B Instruct,zero-shot,0,broccoli,broccoli,0
420,19,Qwen 2.5 3B Instruct,zero-shot,0,ayam thigh,chicken thigh,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,bawang putih,garlic,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,garam,salt,0
420,19,Qwen 2.5 3B Instruct,zero-shot,0,powder merah,red seasoning powder,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,tepung,baking powder and cornstarch mixture,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,air,water,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,telur,egg,0
420,19,Qwen 2.5 3B Instruct,zero-shot,0,minyak goreng,vegetable oil,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,gochujang,Korean red chili paste,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,kicap masin,light soy sauce,1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,gochugaru,Korean chili flakes (gochugaru),1
420,19,Qwen 2.5 3B Instruct,zero-shot,0,popcorn,popcorn,1
421,20,Qwen 2.5 3B Instruct,zero-shot,0,Suju Cair dan Air Cincau,S Juice and Tamarind Water,0
421,20,Qwen 2.5 3B Instruct,zero-shot,0,Buah Naga,Naga Fruit,1
421,20,Qwen 2.5 3B Instruct,zero-shot,0,Sagu yang Gebu,Cooked Tapioca Starch (Sago),1
421,20,Qwen 2.5 3B Instruct,zero-shot,0,Susu Kental,Full Cream Milk,1
422,21,Qwen 2.5 3B Instruct,zero-shot,0,-,-,1
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,ayam bagian thigh,chicken thigh meat,0
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,sos tiram,soy sauce,1
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,minyak bijan,sesame oil,0
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,tepung jagung,cornstarch,0
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,garam,salt,0
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,black pepper,black pepper,0
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,daun bawang,scallion,1
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,kurma merah,red dates,0
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,halia,ginger,0
432,6,Gemma-SEA-LION v4 4B,zero-shot,0,kentang,potato,0
432,6,Gemma-SEA-LION v4 4B,zero-shot,0,garlic powder,garlic powder,0
432,6,Gemma-SEA-LION v4 4B,zero-shot,0,garam,salt,0
432,6,Gemma-SEA-LION v4 4B,zero-shot,0,pepper,pepper,0
432,6,Gemma-SEA-LION v4 4B,zero-shot,0,tepung jagung,cornstarch,0
433,3,Qwen 2.5 3B Instruct,few-shot,0,ayam,chicken,0
433,3,Qwen 2.5 3B Instruct,few-shot,0,kicap ABC,ABC soy sauce,0
433,3,Qwen 2.5 3B Instruct,few-shot,0,minyak,cooking oil,1
433,3,Qwen 2.5 3B Instruct,few-shot,0,bawang putih,white onion,0
433,3,Qwen 2.5 3B Instruct,few-shot,0,bawang merah,red onion,0
433,3,Qwen 2.5 3B Instruct,few-shot,0,bawang merah besar,large red onion,0
433,3,Qwen 2.5 3B Instruct,few-shot,0,daun bawang,leaves of onion,0
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,salmon,salmon,0
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,cream cheese,cream cheese,0
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,kewpie mayo,kewpie mayo,0
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,sriracha sauce,sriracha sauce,0
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,jasmine rice,jasmine rice,0
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,seaweed,seaweed,1
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,daun bawang,spring onions (scallions),1
437,10,Gemma-SEA-LION v4 4B,zero-shot,0,tepung,flour,0
437,10,Gemma-SEA-LION v4 4B,zero-shot,0,air,water,0
437,10,Gemma-SEA-LION v4 4B,zero-shot,0,seaweed,seaweed,0
437,10,Gemma-SEA-LION v4 4B,zero-shot,0,japchae,japchae noodles,1
437,10,Gemma-SEA-LION v4 4B,zero-shot,0,adunan tepung,flour mixture,1
437,10,Gemma-SEA-LION v4 4B,zero-shot,0,sweet chili sauce,sweet chili sauce,1
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,ayam,chicken legs,0
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,minyak,oil,1
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,garam,salt,0
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,seasoning,seasoning,1
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,bawang,onion,0
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,rosemary,rosemary,1
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,thyme,thyme,1
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,butter,butter,1
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,broccoli,broccoli,1
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,cili padi merah,red chili peppers,1
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,daging,beef,1
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,minyak bijan,sesame oil,0
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,kicap masin,salty soy sauce,0
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,sos tiram mahsuri,mahsuri oyster sauce,1
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,tepung jagung,cornstarch,1
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,bawang putih,garlic,1
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,halia,ginger,1
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,kicap manis pedas dari mahsuri,sweet chili sauce from mahsuri,1
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,broccoli,broccoli,0
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,daging syabu-syabu,Beef (Shabu-shabu),1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,butter,Butter,0
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,glass noodle,Glass Noodles (Vermicelli),1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,sayur lengkap,Mixed Vegetables,1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,carrot,Carrot,1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,capsicum,Bell Pepper,1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,mushroom,Mushrooms,1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,bawang holland,Shallots,1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,sos tiram,Soy Sauce,1
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,minyak bijan,Sesame Oil,1
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,ais,ice,0
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,cincau,black tea,1
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,cincau yang dah potong dadu,diced black tea,1
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,buan naga,dragon fruit,1
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,laici bulat-bulat,round melon balls,1
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,sagu,sago palm starch,1
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,susu pekat,condensed milk,1
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,minyak,oil,0
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,beef,beef,0
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,mie sedap mie goreng perisa asli,Mee Sedap Fried Noodles Original Flavor,1
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,telur kuning,egg yolk,0
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,mayo,mayonnaise,0
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,bawang putih,garlic,0
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,bawang merah,red onion,0
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,daun bawang,scallion,1
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,chili oil favorite korang,favorite chili oil,0
453,24,Gemma-SEA-LION v4 4B,zero-shot,0,ayam bagian kepak,chicken wings,0
453,24,Gemma-SEA-LION v4 4B,zero-shot,0,rempah ayam madu Emasauce,madu gold chicken spices,0
453,24,Gemma-SEA-LION v4 4B,zero-shot,0,air,water,0
455,6,Qwen 2.5 3B Instruct,few-shot,0,kentang,potato,0
455,6,Qwen 2.5 3B Instruct,few-shot,0,bawang goreng,garlic powder and minced garlic,0
455,6,Qwen 2.5 3B Instruct,few-shot,0,garam,salt,0
455,6,Qwen 2.5 3B Instruct,few-shot,0,tepung jagung,cornstarch,0
457,27,Gemma-SEA-LION v4 4B,zero-shot,0,oat,rolled oats,0
457,27,Gemma-SEA-LION v4 4B,zero-shot,0,ayam,chicken,1
457,27,Gemma-SEA-LION v4 4B,zero-shot,0,bawang putih,garlic,1
457,27,Gemma-SEA-LION v4 4B,zero-shot,0,sos kiram,kerisant sauce,1
457,27,Gemma-SEA-LION v4 4B,zero-shot,0,air,water,1
457,27,Gemma-SEA-LION v4 4B,zero-shot,0,chicken powder,chicken powder,1
458,28,Gemma-SEA-LION v4 4B,zero-shot,0,strawberry,strawberry,1
458,28,Gemma-SEA-LION v4 4B,zero-shot,0,gula,sugar,0
458,28,Gemma-SEA-LION v4 4B,zero-shot,0,matcha,matcha powder,1
458,28,Gemma-SEA-LION v4 4B,zero-shot,0,oat milk,oat milk,1
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,ramekin,ramekin,1
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,tepung serba guna,all-purpose flour,1
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,dark choclate,dark chocolate,1
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,butter,butter,1
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,telur,eggs,1
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,gula,sugar,0
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,garam,salt,1
460,30,Gemma-SEA-LION v4 4B,zero-shot,0,strawberry,strawberries,1
460,30,Gemma-SEA-LION v4 4B,zero-shot,0,fresh cream,fresh cream,0
460,30,Gemma-SEA-LION v4 4B,zero-shot,0,gula,sugar,0
460,30,Gemma-SEA-LION v4 4B,zero-shot,0,roti,bread,0
461,31,Gemma-SEA-LION v4 4B,zero-shot,0,fries,frozen fries,1
461,31,Gemma-SEA-LION v4 4B,zero-shot,0,sauce,mayo,0
461,31,Gemma-SEA-LION v4 4B,zero-shot,0,pickle,pickle,0
461,31,Gemma-SEA-LION v4 4B,zero-shot,0,bawang holland,Holland onion,1
461,31,Gemma-SEA-LION v4 4B,zero-shot,0,cheese sauce instant,instant cheese sauce,0
461,31,Gemma-SEA-LION v4 4B,zero-shot,0,chili padi,chilli padi,1
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,minyak,oil,0
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,seichuan chilli pepper,Sichuan chili pepper,0
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,daun salam,bay leaf,0
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,bawang besar,onion,0
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,halia,ginger,0
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,ajinomoto,Ajinomoto,0
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,gula,sugar,0
463,33,Gemma-SEA-LION v4 4B,zero-shot,0,Julie's Cheese Cracker,Julie's Cheese Cracker,1
463,33,Gemma-SEA-LION v4 4B,zero-shot,0,madu,honey,0
463,33,Gemma-SEA-LION v4 4B,zero-shot,0,hazelnut spread,hazelnuts spread,1
463,33,Gemma-SEA-LION v4 4B,zero-shot,0,pisang,banana,0
466,7,Qwen 2.5 3B Instruct,few-shot,0,kacang kuda,chickpeas,0
466,7,Qwen 2.5 3B Instruct,few-shot,0,baking powder,baking soda,1
466,7,Qwen 2.5 3B Instruct,few-shot,0,air,water,0
466,7,Qwen 2.5 3B Instruct,few-shot,0,biskut,bread slices,1
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,peanut butter,peanut butter,0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,kicap masin,soy sauce (dark),0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,kicap manis,soy sauce (light),0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,madu,honey,0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,bawang putih,garlic,0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,halia,ginger,0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,cili flakes,chili flakes,0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,mee wantan,wantan noodles,1
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,bawang holland,Holland onions,1
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,olive oil,olive oil,0
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,air,water,0
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,cooking cream,cooking cream,0
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,butter,butter,0
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,keju parmesan,Parmesan cheese,0
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,minyak cili,chili oil,0
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,spagetti,Spaghetti,0
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,telur,egg,0
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,bawang besar,big onion,1
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,bawang putih,garlic,0
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,cili,chili,0
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,ikan bilis,dried anchovies,0
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,minyak,oil,0
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,ayam cube,chicken cube,1
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,peanut butter,peanut butter,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,kicap masin,soy sauce,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,kicap manis,sweet soy sauce,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,madu,honey,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,bawang putih,garlic,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,halia,ginger,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,chilli flakes,chili flakes,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,mee wantan,wantan noodles,1
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,timun,cucumber,0
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,sambal,chili paste,0
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,kicap manis,sweet soy sauce,0
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,telur,egg,0
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,tomato,tomato,0
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,daun bawang,scallions,1
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,bawang goreng,fried shallots,0
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,lemon juice,lemon juice,0
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,timun,cucumber,0
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,kicap masin,salty soy sauce,1
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,bawang putih,garlic,0
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,gula,sugar,0
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,sesame oil,sesame oil,0
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,lemon juice,lemon juice,1
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,daun bawang,scallions,1
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,chili oil,chili oil,0
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,sesame seed,sesame seeds,0
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,msg,msg,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,timun,Cucumber,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,krim cheese,Cream Cheese,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,Yogurt,Yogurt,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,bawang merah,Red Onion,1
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,Garam,Salt,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,Pepper,Black Pepper,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,Garlic powder,Garlic Powder,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,Smoked Salmon,Smoked Salmon,0
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,MSG,MSG,0
488,6,Gemma-SEA-LION v4 4B,few-shot,0,kentang,potato,0
488,6,Gemma-SEA-LION v4 4B,few-shot,0,garlic powder,garlic powder,0
488,6,Gemma-SEA-LION v4 4B,few-shot,0,garam,salt,0
488,6,Gemma-SEA-LION v4 4B,few-shot,0,pepper,pepper,0
488,6,Gemma-SEA-LION v4 4B,few-shot,0,tepung jagung,corn flour,1
489,7,Gemma-SEA-LION v4 4B,few-shot,0,kacang kuda,chickpeas,0
489,7,Gemma-SEA-LION v4 4B,few-shot,0,air,water,0
489,7,Gemma-SEA-LION v4 4B,few-shot,0,baking powder,baking powder,0
489,7,Gemma-SEA-LION v4 4B,few-shot,0,bawang putih,garlic,0
489,7,Gemma-SEA-LION v4 4B,few-shot,0,jus lemon,lemon juice,0
489,7,Gemma-SEA-LION v4 4B,few-shot,0,garam,salt,0
489,7,Gemma-SEA-LION v4 4B,few-shot,0,tahini,tahini,1
489,7,Gemma-SEA-LION v4 4B,few-shot,0,ice cube,ice cubes,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,salmon,salmon,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,garam,salt,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,lada,pepper,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,cream cheese,cream cheese,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,kewpie mayo,kewpie mayonnaise,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,sriracha sauce,sriracha sauce,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,jasmine rice,jasmine rice,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,seaweed,seaweed,1
491,9,Gemma-SEA-LION v4 4B,few-shot,0,daun bawang,green onions,1
492,10,Gemma-SEA-LION v4 4B,few-shot,0,tepung,flour,0
492,10,Gemma-SEA-LION v4 4B,few-shot,0,air,water,0
492,10,Gemma-SEA-LION v4 4B,few-shot,0,seaweed,seaweed sheets,0
492,10,Gemma-SEA-LION v4 4B,few-shot,0,gas noodle,glass noodles,0
