result_id,experiment_id,transcript_id,model_name,technique_name,recipe_name,json_valid,status
653,383,32,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
654,384,33,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
655,385,34,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
656,386,35,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
657,387,36,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
658,388,37,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
659,389,38,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
660,390,39,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
661,391,40,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
662,392,41,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
663,394,43,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
664,395,44,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
665,397,46,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
666,399,48,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
667,400,49,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
668,401,50,Phi-4-mini 3.8B Instruct,structured-output,,false,completed
681,427,1,Gemma-SEA-LION v4 4B,zero-shot,ayam steam halia,true,completed
683,428,2,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
685,429,3,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
687,430,4,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
689,431,5,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
691,432,6,Gemma-SEA-LION v4 4B,zero-shot,tete-tots,true,completed
693,434,7,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
695,435,8,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
697,436,9,Gemma-SEA-LION v4 4B,zero-shot,salmon sushi bag,true,completed
699,437,10,Gemma-SEA-LION v4 4B,zero-shot,Gimari,true,completed
701,438,11,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
708,439,12,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
710,441,13,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
713,442,14,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
715,443,15,Gemma-SEA-LION v4 4B,zero-shot,Simple Roasted Chicken with Potato and Carrot,true,completed
717,444,16,Gemma-SEA-LION v4 4B,zero-shot,Black Pepper Beef,true,completed
720,445,17,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
722,446,18,Gemma-SEA-LION v4 4B,zero-shot,Japchae,true,completed
725,448,19,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
728,449,20,Gemma-SEA-LION v4 4B,zero-shot,moktel buah naga,true,completed
730,450,21,Gemma-SEA-LION v4 4B,zero-shot,Mee Sedap Creamy Chili Oil,true,completed
732,451,22,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
734,452,23,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
737,453,24,Gemma-SEA-LION v4 4B,zero-shot,ayam bakar madu,true,completed
739,454,25,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
741,456,26,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
743,457,27,Gemma-SEA-LION v4 4B,zero-shot,bubur oat,true,completed
745,458,28,Gemma-SEA-LION v4 4B,zero-shot,ice strawberry matcha latte,true,completed
748,459,29,Gemma-SEA-LION v4 4B,zero-shot,kek lava,true,completed
751,460,30,Gemma-SEA-LION v4 4B,zero-shot,strawberry sando,true,completed
753,461,31,Gemma-SEA-LION v4 4B,zero-shot,Chili Cheese Fries,true,completed
755,462,32,Gemma-SEA-LION v4 4B,zero-shot,Chilli Oil,true,completed
758,463,33,Gemma-SEA-LION v4 4B,zero-shot,Hazelnut Spread & Honey Banana Julie's Cheese Cracker Snack,true,completed
760,464,34,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
762,465,35,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
765,467,36,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
767,468,37,Gemma-SEA-LION v4 4B,zero-shot,spicy peanut butter noodles,true,completed
769,469,38,Gemma-SEA-LION v4 4B,zero-shot,Caramelized Onion Pasta,true,completed
771,470,39,Gemma-SEA-LION v4 4B,zero-shot,nasi goreng cerdik,true,completed
774,471,40,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
776,472,41,Gemma-SEA-LION v4 4B,zero-shot,spicy peanut butter noodle,true,completed
778,474,43,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
781,475,44,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
784,477,46,Gemma-SEA-LION v4 4B,zero-shot,,true,completed
786,480,48,Gemma-SEA-LION v4 4B,zero-shot,Cucumber Salad,true,completed
788,481,49,Gemma-SEA-LION v4 4B,zero-shot,cucumber salad,true,completed
789,482,50,Gemma-SEA-LION v4 4B,zero-shot,Viral Smoked Salmon Cucumber Salad,true,completed
790,483,1,Gemma-SEA-LION v4 4B,few-shot,,true,completed
792,484,2,Gemma-SEA-LION v4 4B,few-shot,,true,completed
793,485,3,Gemma-SEA-LION v4 4B,few-shot,,true,completed
794,486,4,Gemma-SEA-LION v4 4B,few-shot,,true,completed
795,487,5,Gemma-SEA-LION v4 4B,few-shot,,true,completed
796,488,6,Gemma-SEA-LION v4 4B,few-shot,Tete-tots,true,completed
797,489,7,Gemma-SEA-LION v4 4B,few-shot,Hummus,true,completed
798,490,8,Gemma-SEA-LION v4 4B,few-shot,,true,completed
799,491,9,Gemma-SEA-LION v4 4B,few-shot,Salmon Sushi Bag,true,completed
800,492,10,Gemma-SEA-LION v4 4B,few-shot,Gimari,true,completed
802,493,11,Gemma-SEA-LION v4 4B,few-shot,,true,completed
803,495,12,Gemma-SEA-LION v4 4B,few-shot,,true,completed
804,496,13,Gemma-SEA-LION v4 4B,few-shot,,true,completed
805,497,14,Gemma-SEA-LION v4 4B,few-shot,,true,completed
806,498,15,Gemma-SEA-LION v4 4B,few-shot,,true,completed
807,499,16,Gemma-SEA-LION v4 4B,few-shot,Black Pepper Beef,true,completed
808,500,17,Gemma-SEA-LION v4 4B,few-shot,,true,completed
809,501,18,Gemma-SEA-LION v4 4B,few-shot,Japchae,true,completed
810,502,19,Gemma-SEA-LION v4 4B,few-shot,,true,completed
812,503,1,Gemma-SEA-LION v4 4B,chain-of-thought,Ayam Steam Halia,true,completed
813,504,20,Gemma-SEA-LION v4 4B,few-shot,Moktel Buah Naga,true,completed
815,505,2,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
816,506,21,Gemma-SEA-LION v4 4B,few-shot,Mee Sedap Creamy Chili Oil,true,completed
817,507,3,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
818,508,22,Gemma-SEA-LION v4 4B,few-shot,,true,completed
819,509,4,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
820,510,23,Gemma-SEA-LION v4 4B,few-shot,,true,completed
821,511,5,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
823,512,24,Gemma-SEA-LION v4 4B,few-shot,,true,completed
824,513,6,Gemma-SEA-LION v4 4B,chain-of-thought,Tete-tots,true,completed
825,515,25,Gemma-SEA-LION v4 4B,few-shot,,true,completed
826,516,7,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
827,517,26,Gemma-SEA-LION v4 4B,few-shot,Garlic Chilli Oil,true,completed
828,518,8,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
829,519,27,Gemma-SEA-LION v4 4B,few-shot,Bubur Oat,true,completed
831,520,9,Gemma-SEA-LION v4 4B,chain-of-thought,Salmon Sushi Bag,true,completed
832,521,28,Gemma-SEA-LION v4 4B,few-shot,Ice Strawberry Matcha Latte,true,completed
833,522,10,Gemma-SEA-LION v4 4B,chain-of-thought,Gimari,true,completed
834,523,29,Gemma-SEA-LION v4 4B,few-shot,,true,completed
835,524,11,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
836,525,30,Gemma-SEA-LION v4 4B,few-shot,Strawberry Sando,true,completed
837,526,12,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
839,527,31,Gemma-SEA-LION v4 4B,few-shot,Chili Cheese Fries,true,completed
840,528,13,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
841,529,32,Gemma-SEA-LION v4 4B,few-shot,Chilli Oil,true,completed
842,530,14,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
843,531,33,Gemma-SEA-LION v4 4B,few-shot,Snack for Runners,true,completed
845,532,15,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
846,533,34,Gemma-SEA-LION v4 4B,few-shot,,true,completed
847,534,16,Gemma-SEA-LION v4 4B,chain-of-thought,Black Pepper Beef with Broccoli,true,completed
848,536,35,Gemma-SEA-LION v4 4B,few-shot,Ayam Goreng Raising Canes,true,completed
849,537,17,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
851,538,36,Gemma-SEA-LION v4 4B,few-shot,,true,completed
852,539,18,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
853,540,37,Gemma-SEA-LION v4 4B,few-shot,Spicy Peanut Butter Noodles,true,completed
854,541,19,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
855,542,38,Gemma-SEA-LION v4 4B,few-shot,Caramelized Onion Pasta,true,completed
856,543,20,Gemma-SEA-LION v4 4B,chain-of-thought,Moktel Buah Naga,true,completed
857,544,39,Gemma-SEA-LION v4 4B,few-shot,Nasi Goreng Cerdik,true,completed
858,545,21,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
859,546,40,Gemma-SEA-LION v4 4B,few-shot,,true,completed
860,547,22,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
861,548,41,Gemma-SEA-LION v4 4B,few-shot,Spicy Peanut Butter Noodle,true,completed
862,549,23,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
863,550,1,Gemma-SEA-LION v4 4B,structured-output,,true,completed
864,552,43,Gemma-SEA-LION v4 4B,few-shot,,true,completed
865,553,24,Gemma-SEA-LION v4 4B,chain-of-thought,Ayam Bakar Madu,true,completed
866,554,2,Gemma-SEA-LION v4 4B,structured-output,,true,completed
867,555,44,Gemma-SEA-LION v4 4B,few-shot,,true,completed
868,556,25,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
869,557,3,Gemma-SEA-LION v4 4B,structured-output,,true,completed
870,559,46,Gemma-SEA-LION v4 4B,few-shot,Grilled Cajun Chicken with Butter Nasi Goreng and Creamy Sauce,true,completed
871,560,26,Gemma-SEA-LION v4 4B,chain-of-thought,Garlic Chilli Oil,true,completed
872,561,4,Gemma-SEA-LION v4 4B,structured-output,,true,completed
873,563,48,Gemma-SEA-LION v4 4B,few-shot,Cucumber Salad,true,completed
874,564,27,Gemma-SEA-LION v4 4B,chain-of-thought,Bubur Oat dengan Isi Ayam,true,completed
875,565,5,Gemma-SEA-LION v4 4B,structured-output,,true,completed
876,566,49,Gemma-SEA-LION v4 4B,few-shot,Cucumber Salad,true,completed
877,567,28,Gemma-SEA-LION v4 4B,chain-of-thought,Ice Strawberry Matcha Latte,true,completed
878,568,6,Gemma-SEA-LION v4 4B,structured-output,Tete-tots,true,completed
879,569,50,Gemma-SEA-LION v4 4B,few-shot,Viral Smoked Salmon Cucumber Salad,true,completed
880,570,29,Gemma-SEA-LION v4 4B,chain-of-thought,Kek Lava,true,completed
881,571,7,Gemma-SEA-LION v4 4B,structured-output,,true,completed
882,573,30,Gemma-SEA-LION v4 4B,chain-of-thought,strawberry sando,true,completed
883,574,8,Gemma-SEA-LION v4 4B,structured-output,,true,completed
884,575,31,Gemma-SEA-LION v4 4B,chain-of-thought,Chili Cheese Fries,true,completed
885,576,9,Gemma-SEA-LION v4 4B,structured-output,salmon sushi bag,true,completed
886,577,32,Gemma-SEA-LION v4 4B,chain-of-thought,Chilli Oil,true,completed
887,578,10,Gemma-SEA-LION v4 4B,structured-output,Gimari,true,completed
888,579,33,Gemma-SEA-LION v4 4B,chain-of-thought,Julie's Cheese Cracker & Banana Snack,true,completed
889,580,11,Gemma-SEA-LION v4 4B,structured-output,,true,completed
890,581,34,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
891,582,12,Gemma-SEA-LION v4 4B,structured-output,,true,completed
892,583,35,Gemma-SEA-LION v4 4B,chain-of-thought,Ayam Goreng Raising Canes,true,completed
893,584,13,Gemma-SEA-LION v4 4B,structured-output,,true,completed
894,585,36,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
895,586,14,Gemma-SEA-LION v4 4B,structured-output,,true,completed
896,587,37,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
897,588,15,Gemma-SEA-LION v4 4B,structured-output,,true,completed
898,589,38,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
899,590,16,Gemma-SEA-LION v4 4B,structured-output,,true,completed
900,591,39,Gemma-SEA-LION v4 4B,chain-of-thought,Nasi Goreng Cerdik,true,completed
901,592,17,Gemma-SEA-LION v4 4B,structured-output,,true,completed
902,593,40,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
903,594,18,Gemma-SEA-LION v4 4B,structured-output,,true,completed
904,595,41,Gemma-SEA-LION v4 4B,chain-of-thought,Spicy Peanut Butter Noodles,true,completed
905,596,19,Gemma-SEA-LION v4 4B,structured-output,,true,completed
906,598,43,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
907,599,20,Gemma-SEA-LION v4 4B,structured-output,Moktel Buah Naga,true,completed
909,600,44,Gemma-SEA-LION v4 4B,chain-of-thought,,true,completed
910,601,21,Gemma-SEA-LION v4 4B,structured-output,,true,completed
911,604,46,Gemma-SEA-LION v4 4B,chain-of-thought,Grilled Cajun Chicken with Creamy Butter Nasi Goreng,true,completed
912,605,22,Gemma-SEA-LION v4 4B,structured-output,,true,completed
913,607,48,Gemma-SEA-LION v4 4B,chain-of-thought,Cucumber Salad,true,completed
914,608,23,Gemma-SEA-LION v4 4B,structured-output,,true,completed
915,609,49,Gemma-SEA-LION v4 4B,chain-of-thought,Cucumber Salad,true,completed
916,610,24,Gemma-SEA-LION v4 4B,structured-output,,true,completed
917,611,50,Gemma-SEA-LION v4 4B,chain-of-thought,Viral Smoked Salmon Cucumber Salad,true,completed
918,612,25,Gemma-SEA-LION v4 4B,structured-output,Baked Oat Meal Brownie,true,completed
919,613,26,Gemma-SEA-LION v4 4B,structured-output,Garlic Chilli Oil,true,completed
920,614,27,Gemma-SEA-LION v4 4B,structured-output,,true,completed
921,615,28,Gemma-SEA-LION v4 4B,structured-output,Ice Strawberry Matcha Latte,true,completed
922,616,29,Gemma-SEA-LION v4 4B,structured-output,Kek Lava,true,completed
923,617,30,Gemma-SEA-LION v4 4B,structured-output,strawberry sando,true,completed
924,618,31,Gemma-SEA-LION v4 4B,structured-output,Chili Cheese Fries,true,completed
925,619,32,Gemma-SEA-LION v4 4B,structured-output,Chilli Oil,true,completed
926,620,33,Gemma-SEA-LION v4 4B,structured-output,Hazelnut Spread & Honey Banana Snack,true,completed
927,621,34,Gemma-SEA-LION v4 4B,structured-output,,true,completed
928,622,35,Gemma-SEA-LION v4 4B,structured-output,,true,completed
929,623,36,Gemma-SEA-LION v4 4B,structured-output,,true,completed
930,624,37,Gemma-SEA-LION v4 4B,structured-output,Spicy Peanut Butter Noodles,true,completed
931,625,38,Gemma-SEA-LION v4 4B,structured-output,,true,completed
932,626,39,Gemma-SEA-LION v4 4B,structured-output,,true,completed
933,627,40,Gemma-SEA-LION v4 4B,structured-output,,true,completed
934,628,41,Gemma-SEA-LION v4 4B,structured-output,,true,completed
936,630,43,Gemma-SEA-LION v4 4B,structured-output,,true,completed
937,632,44,Gemma-SEA-LION v4 4B,structured-output,,true,completed
938,634,46,Gemma-SEA-LION v4 4B,structured-output,,true,completed
939,636,48,Gemma-SEA-LION v4 4B,structured-output,Cucumber Salad,true,completed
940,637,49,Gemma-SEA-LION v4 4B,structured-output,Cucumber Salad,true,completed
941,638,50,Gemma-SEA-LION v4 4B,structured-output,Viral Smoked Salmon Cucumber Salad,true,completed
957,402,1,Qwen 2.5 3B Instruct,zero-shot,,true,completed
958,403,2,Qwen 2.5 3B Instruct,zero-shot,,true,completed
959,404,3,Qwen 2.5 3B Instruct,zero-shot,One Pot Chicken with Rice,true,completed
960,405,4,Qwen 2.5 3B Instruct,zero-shot,,true,completed
961,406,5,Qwen 2.5 3B Instruct,zero-shot,,true,completed
962,407,6,Qwen 2.5 3B Instruct,zero-shot,Tete-Tots,true,completed
963,408,7,Qwen 2.5 3B Instruct,zero-shot,,true,completed
964,409,8,Qwen 2.5 3B Instruct,zero-shot,Shark Shuka,true,completed
965,410,9,Qwen 2.5 3B Instruct,zero-shot,Salmon Sushi,true,completed
966,411,10,Qwen 2.5 3B Instruct,zero-shot,Gimari,true,completed
967,412,11,Qwen 2.5 3B Instruct,zero-shot,Loaded Beef Nachos,true,completed
968,413,12,Qwen 2.5 3B Instruct,zero-shot,,true,completed
969,414,13,Qwen 2.5 3B Instruct,zero-shot,Beef Bulgogi Cheese Steak,true,completed
970,415,14,Qwen 2.5 3B Instruct,zero-shot,,true,completed
971,416,15,Qwen 2.5 3B Instruct,zero-shot,,true,completed
972,417,16,Qwen 2.5 3B Instruct,zero-shot,Black Pepper Beef,true,completed
973,425,1,Qwen 2.5 3B Instruct,few-shot,,true,completed
974,418,17,Qwen 2.5 3B Instruct,zero-shot,,true,completed
975,643,1,Qwen 2.5 3B Instruct,chain-of-thought,Ayam Steam Halia,true,completed
976,644,1,Qwen 2.5 3B Instruct,structured-output,Ayam Steam Halia,true,completed
977,426,2,Qwen 2.5 3B Instruct,few-shot,,true,completed
978,419,18,Qwen 2.5 3B Instruct,zero-shot,,true,completed
979,648,2,Qwen 2.5 3B Instruct,chain-of-thought,Sardin Pasta,true,completed
980,650,2,Qwen 2.5 3B Instruct,structured-output,,true,completed
981,433,3,Qwen 2.5 3B Instruct,few-shot,Ayam Bakar dengan Nasi,true,completed
982,420,19,Qwen 2.5 3B Instruct,zero-shot,Korean Fried Chicken,true,completed
983,652,3,Qwen 2.5 3B Instruct,chain-of-thought,One Pot Chicken with Rice,true,completed
984,659,3,Qwen 2.5 3B Instruct,structured-output,,true,completed
985,440,4,Qwen 2.5 3B Instruct,few-shot,,true,completed
986,421,20,Qwen 2.5 3B Instruct,zero-shot,Moktel Buah Naga,true,completed
987,658,4,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
988,666,4,Qwen 2.5 3B Instruct,structured-output,,true,completed
989,447,5,Qwen 2.5 3B Instruct,few-shot,,true,completed
990,422,21,Qwen 2.5 3B Instruct,zero-shot,Mee Sedap Creamy Chili Oil,true,completed
991,667,5,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
992,674,5,Qwen 2.5 3B Instruct,structured-output,,true,completed
993,455,6,Qwen 2.5 3B Instruct,few-shot,Tete-Tots,true,completed
994,423,22,Qwen 2.5 3B Instruct,zero-shot,,true,completed
995,673,6,Qwen 2.5 3B Instruct,chain-of-thought,Tete-Tots,true,completed
996,682,6,Qwen 2.5 3B Instruct,structured-output,,false,completed
997,466,7,Qwen 2.5 3B Instruct,few-shot,Hummus,true,completed
998,424,23,Qwen 2.5 3B Instruct,zero-shot,Ingredient 1,true,completed
999,675,7,Qwen 2.5 3B Instruct,chain-of-thought,Hummus,true,completed
1000,683,7,Qwen 2.5 3B Instruct,structured-output,,true,completed
1001,478,8,Qwen 2.5 3B Instruct,few-shot,,true,completed
1002,684,24,Qwen 2.5 3B Instruct,zero-shot,Ayam Bakar Madu,true,completed
1003,685,8,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1004,686,8,Qwen 2.5 3B Instruct,structured-output,Shark Shuka,true,completed
1005,494,9,Qwen 2.5 3B Instruct,few-shot,Salmon Sushi,true,completed
1006,687,25,Qwen 2.5 3B Instruct,zero-shot,Brownie Baked Oatmeal,true,completed
1007,688,9,Qwen 2.5 3B Instruct,chain-of-thought,Salmon Sushi,true,completed
1008,689,9,Qwen 2.5 3B Instruct,structured-output,Salmon Sushi,true,completed
1009,514,10,Qwen 2.5 3B Instruct,few-shot,Gimari (Seaweed and Japchae),true,completed
1010,690,26,Qwen 2.5 3B Instruct,zero-shot,,true,completed
1011,691,10,Qwen 2.5 3B Instruct,chain-of-thought,Gimari,true,completed
1012,692,10,Qwen 2.5 3B Instruct,structured-output,Gimari,true,completed
1013,535,11,Qwen 2.5 3B Instruct,few-shot,,true,completed
1014,693,27,Qwen 2.5 3B Instruct,zero-shot,Bubur Oat,true,completed
1015,694,11,Qwen 2.5 3B Instruct,chain-of-thought,Loaded Beef Nachos,true,completed
1016,695,11,Qwen 2.5 3B Instruct,structured-output,,true,completed
1017,645,12,Qwen 2.5 3B Instruct,few-shot,,true,completed
1018,696,28,Qwen 2.5 3B Instruct,zero-shot,Ice Strawberry Matcha Latte,true,completed
1019,697,12,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1020,698,12,Qwen 2.5 3B Instruct,structured-output,,true,completed
1021,656,13,Qwen 2.5 3B Instruct,few-shot,,true,completed
1022,699,29,Qwen 2.5 3B Instruct,zero-shot,Kek Lava,true,completed
1023,700,13,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1024,701,13,Qwen 2.5 3B Instruct,structured-output,Beef Bulgogi Cheese Steak,true,completed
1025,662,14,Qwen 2.5 3B Instruct,few-shot,,true,completed
1026,702,30,Qwen 2.5 3B Instruct,zero-shot,Strawberry Sando,true,completed
1027,703,14,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1028,704,14,Qwen 2.5 3B Instruct,structured-output,,true,completed
1029,669,15,Qwen 2.5 3B Instruct,few-shot,,true,completed
1030,705,31,Qwen 2.5 3B Instruct,zero-shot,Chili Cheese Fries,true,completed
1031,706,15,Qwen 2.5 3B Instruct,chain-of-thought,Simple Roasted Chicken with Vegetables,true,completed
1032,707,15,Qwen 2.5 3B Instruct,structured-output,Simple Roasted Chicken with Vegetables,true,completed
1033,679,16,Qwen 2.5 3B Instruct,few-shot,Black Pepper Beef,true,completed
1034,708,32,Qwen 2.5 3B Instruct,zero-shot,,true,completed
1035,709,16,Qwen 2.5 3B Instruct,chain-of-thought,Black Pepper Beef,true,completed
1036,710,16,Qwen 2.5 3B Instruct,structured-output,Black Pepper Beef with Vegetable Stir-Fry,true,completed
1037,711,17,Qwen 2.5 3B Instruct,few-shot,,true,completed
1038,712,33,Qwen 2.5 3B Instruct,zero-shot,Biskut Sehat untuk Pelari,true,completed
1039,713,17,Qwen 2.5 3B Instruct,chain-of-thought,Creamy Chicken Alfredo Pasta,true,completed
1040,714,17,Qwen 2.5 3B Instruct,structured-output,Creamy Chicken Alfredo Pasta,true,completed
1041,715,18,Qwen 2.5 3B Instruct,few-shot,,true,completed
1042,716,34,Qwen 2.5 3B Instruct,zero-shot,Macaroni Soup,true,completed
1043,717,18,Qwen 2.5 3B Instruct,chain-of-thought,Japchae,true,completed
1044,718,18,Qwen 2.5 3B Instruct,structured-output,Japchae,true,completed
1045,719,19,Qwen 2.5 3B Instruct,few-shot,,true,completed
1046,720,35,Qwen 2.5 3B Instruct,zero-shot,Ayam Goreng Raisin,true,completed
1047,721,19,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1048,722,19,Qwen 2.5 3B Instruct,structured-output,,true,completed
1049,723,20,Qwen 2.5 3B Instruct,few-shot,Moktil Buah Naga,true,completed
1050,724,36,Qwen 2.5 3B Instruct,zero-shot,Egg Tikka Masala,true,completed
1051,725,20,Qwen 2.5 3B Instruct,chain-of-thought,Moktil Buah Naga,true,completed
1052,726,20,Qwen 2.5 3B Instruct,structured-output,Moktil Buah Naga,true,completed
1053,727,21,Qwen 2.5 3B Instruct,few-shot,,true,completed
1054,728,37,Qwen 2.5 3B Instruct,zero-shot,Spicy Peanut Butter Noodles,true,completed
1055,729,21,Qwen 2.5 3B Instruct,chain-of-thought,Mee Sedap Creamy Chili Oil,true,completed
1056,730,21,Qwen 2.5 3B Instruct,structured-output,Mee Sedap Creamy Chili Oil,true,completed
1057,731,22,Qwen 2.5 3B Instruct,few-shot,Noodle Instant,true,completed
1058,732,38,Qwen 2.5 3B Instruct,zero-shot,Caramelized Onion Pasta,true,completed
1059,733,22,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1060,734,22,Qwen 2.5 3B Instruct,structured-output,,true,completed
1061,735,23,Qwen 2.5 3B Instruct,few-shot,Cheesy Beef Taquito and Avocado Cheese,true,completed
1062,736,39,Qwen 2.5 3B Instruct,zero-shot,Nasi Goreng Cerdik,true,completed
1063,737,23,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1064,738,23,Qwen 2.5 3B Instruct,structured-output,,true,completed
1065,739,24,Qwen 2.5 3B Instruct,few-shot,Ayam Bakar Madu,true,completed
1066,740,40,Qwen 2.5 3B Instruct,zero-shot,,true,completed
1067,741,24,Qwen 2.5 3B Instruct,chain-of-thought,Ayam Bakar Madu,true,completed
1068,742,24,Qwen 2.5 3B Instruct,structured-output,Ayam Bakar Madu,true,completed
1069,743,25,Qwen 2.5 3B Instruct,few-shot,,true,completed
1070,744,41,Qwen 2.5 3B Instruct,zero-shot,Spicy Peanut Butter Noodle,true,completed
1071,745,25,Qwen 2.5 3B Instruct,chain-of-thought,Brownie Baked Oatmeal,true,completed
1072,746,25,Qwen 2.5 3B Instruct,structured-output,,true,completed
1073,747,26,Qwen 2.5 3B Instruct,few-shot,Shamida Chilli Oil Noodle,true,completed
1074,749,43,Qwen 2.5 3B Instruct,zero-shot,Bolognese Sauce,true,completed
1075,750,26,Qwen 2.5 3B Instruct,chain-of-thought,Shamida Chilli Oil Noodle,true,completed
1076,751,26,Qwen 2.5 3B Instruct,structured-output,Garlic Chilli Oil Noodle,true,completed
1077,752,27,Qwen 2.5 3B Instruct,few-shot,Bubur Oat Ayam,true,completed
1078,753,44,Qwen 2.5 3B Instruct,zero-shot,Beef Stir Fry,true,completed
1079,754,27,Qwen 2.5 3B Instruct,chain-of-thought,Bubur Oat Mentah dengan Ayam dan Minyak Pepek,true,completed
1080,755,27,Qwen 2.5 3B Instruct,structured-output,,true,completed
1081,756,28,Qwen 2.5 3B Instruct,few-shot,Ice Strawberry Matcha Latte,true,completed
1082,758,46,Qwen 2.5 3B Instruct,zero-shot,,true,completed
1083,759,28,Qwen 2.5 3B Instruct,chain-of-thought,Ice Strawberry Matcha Latte,true,completed
1084,760,28,Qwen 2.5 3B Instruct,structured-output,Ice Strawberry Matcha Latte,true,completed
1085,761,29,Qwen 2.5 3B Instruct,few-shot,Kek Lava,true,completed
1086,763,48,Qwen 2.5 3B Instruct,zero-shot,Cucumber Salad,true,completed
1087,764,29,Qwen 2.5 3B Instruct,chain-of-thought,Kek Lava,true,completed
1088,765,29,Qwen 2.5 3B Instruct,structured-output,Kek Lava,true,completed
1089,766,30,Qwen 2.5 3B Instruct,few-shot,Strawberry Sando,true,completed
1090,767,49,Qwen 2.5 3B Instruct,zero-shot,,true,completed
1091,768,30,Qwen 2.5 3B Instruct,chain-of-thought,Strawberry Sandoe,true,completed
1092,769,30,Qwen 2.5 3B Instruct,structured-output,Strawberry Sando,true,completed
1093,770,31,Qwen 2.5 3B Instruct,few-shot,Chili Cheese Fries,true,completed
1094,771,50,Qwen 2.5 3B Instruct,zero-shot,Viral Smoked Salmon Cucumber Salad,true,completed
1095,772,31,Qwen 2.5 3B Instruct,chain-of-thought,Chili Cheese Fries,true,completed
1096,773,31,Qwen 2.5 3B Instruct,structured-output,Chili Cheese Fries,true,completed
1097,774,32,Qwen 2.5 3B Instruct,few-shot,,true,completed
