experiment_id,transcript_id,model_name,technique_name,rag_enabled,predicted_ingredient_count,non_hallucinated_count,hallucinated_count
411,10,Qwen 2.5 3B Instruct,zero-shot,0,1,1,0
412,11,Qwen 2.5 3B Instruct,zero-shot,0,7,0,7
413,12,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
414,13,Qwen 2.5 3B Instruct,zero-shot,0,5,0,5
415,14,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
416,15,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
417,16,Qwen 2.5 3B Instruct,zero-shot,0,9,2,7
418,17,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
419,18,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
420,19,Qwen 2.5 3B Instruct,zero-shot,0,12,2,10
421,20,Qwen 2.5 3B Instruct,zero-shot,0,4,1,3
422,21,Qwen 2.5 3B Instruct,zero-shot,0,1,0,1
423,22,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
424,23,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
425,1,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
426,2,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
427,1,Gemma-SEA-LION v4 4B,zero-shot,0,9,7,2
428,2,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
429,3,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
430,4,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
431,5,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
432,6,Gemma-SEA-LION v4 4B,zero-shot,0,5,5,0
433,3,Qwen 2.5 3B Instruct,few-shot,0,7,6,1
434,7,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
435,8,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
436,9,Gemma-SEA-LION v4 4B,zero-shot,0,7,5,2
437,10,Gemma-SEA-LION v4 4B,zero-shot,0,6,3,3
438,11,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
439,12,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
440,4,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
441,13,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
442,14,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
443,15,Gemma-SEA-LION v4 4B,zero-shot,0,10,3,7
444,16,Gemma-SEA-LION v4 4B,zero-shot,0,9,3,6
445,17,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
446,18,Gemma-SEA-LION v4 4B,zero-shot,0,10,1,9
447,5,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
448,19,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
449,20,Gemma-SEA-LION v4 4B,zero-shot,0,7,1,6
450,21,Gemma-SEA-LION v4 4B,zero-shot,0,9,7,2
451,22,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
452,23,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
453,24,Gemma-SEA-LION v4 4B,zero-shot,0,3,3,0
454,25,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
455,6,Qwen 2.5 3B Instruct,few-shot,0,4,4,0
456,26,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
457,27,Gemma-SEA-LION v4 4B,zero-shot,0,6,1,5
458,28,Gemma-SEA-LION v4 4B,zero-shot,0,4,1,3
459,29,Gemma-SEA-LION v4 4B,zero-shot,0,7,1,6
460,30,Gemma-SEA-LION v4 4B,zero-shot,0,4,3,1
461,31,Gemma-SEA-LION v4 4B,zero-shot,0,6,3,3
462,32,Gemma-SEA-LION v4 4B,zero-shot,0,7,7,0
463,33,Gemma-SEA-LION v4 4B,zero-shot,0,4,2,2
464,34,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
465,35,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
466,7,Qwen 2.5 3B Instruct,few-shot,0,4,2,2
467,36,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
468,37,Gemma-SEA-LION v4 4B,zero-shot,0,8,7,1
469,38,Gemma-SEA-LION v4 4B,zero-shot,0,8,7,1
470,39,Gemma-SEA-LION v4 4B,zero-shot,0,7,5,2
471,40,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
472,41,Gemma-SEA-LION v4 4B,zero-shot,0,8,7,1
474,43,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
475,44,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
477,46,Gemma-SEA-LION v4 4B,zero-shot,0,0,0,0
478,8,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
480,48,Gemma-SEA-LION v4 4B,zero-shot,0,8,7,1
481,49,Gemma-SEA-LION v4 4B,zero-shot,0,10,7,3
482,50,Gemma-SEA-LION v4 4B,zero-shot,0,9,8,1
483,1,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
484,2,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
485,3,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
486,4,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
487,5,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
488,6,Gemma-SEA-LION v4 4B,few-shot,0,5,4,1
489,7,Gemma-SEA-LION v4 4B,few-shot,0,8,7,1
490,8,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
491,9,Gemma-SEA-LION v4 4B,few-shot,0,9,7,2
492,10,Gemma-SEA-LION v4 4B,few-shot,0,5,4,1
493,11,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
494,9,Qwen 2.5 3B Instruct,few-shot,0,6,3,3
495,12,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
496,13,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
497,14,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
498,15,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
499,16,Gemma-SEA-LION v4 4B,few-shot,0,9,2,7
500,17,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
501,18,Gemma-SEA-LION v4 4B,few-shot,0,8,2,6
502,19,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
503,1,Gemma-SEA-LION v4 4B,chain-of-thought,0,10,7,3
504,20,Gemma-SEA-LION v4 4B,few-shot,0,8,2,6
505,2,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
506,21,Gemma-SEA-LION v4 4B,few-shot,0,9,7,2
507,3,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
508,22,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
509,4,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
510,23,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
511,5,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
512,24,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
513,6,Gemma-SEA-LION v4 4B,chain-of-thought,0,5,4,1
514,10,Qwen 2.5 3B Instruct,few-shot,0,5,2,3
515,25,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
516,7,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
517,26,Gemma-SEA-LION v4 4B,few-shot,0,4,1,3
518,8,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
519,27,Gemma-SEA-LION v4 4B,few-shot,0,4,1,3
520,9,Gemma-SEA-LION v4 4B,chain-of-thought,0,9,7,2
521,28,Gemma-SEA-LION v4 4B,few-shot,0,4,1,3
522,10,Gemma-SEA-LION v4 4B,chain-of-thought,0,6,3,3
523,29,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
524,11,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
525,30,Gemma-SEA-LION v4 4B,few-shot,0,3,3,0
526,12,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
527,31,Gemma-SEA-LION v4 4B,few-shot,0,6,3,3
528,13,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
529,32,Gemma-SEA-LION v4 4B,few-shot,0,9,8,1
530,14,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
531,33,Gemma-SEA-LION v4 4B,few-shot,0,4,2,2
532,15,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
533,34,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
534,16,Gemma-SEA-LION v4 4B,chain-of-thought,0,9,3,6
535,11,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
536,35,Gemma-SEA-LION v4 4B,few-shot,0,8,8,0
537,17,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
538,36,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
539,18,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
540,37,Gemma-SEA-LION v4 4B,few-shot,0,7,7,0
541,19,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
542,38,Gemma-SEA-LION v4 4B,few-shot,0,8,8,0
543,20,Gemma-SEA-LION v4 4B,chain-of-thought,0,7,2,5
544,39,Gemma-SEA-LION v4 4B,few-shot,0,8,7,1
545,21,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
546,40,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
547,22,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
548,41,Gemma-SEA-LION v4 4B,few-shot,0,8,8,0
549,23,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
550,1,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
552,43,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
553,24,Gemma-SEA-LION v4 4B,chain-of-thought,0,3,2,1
554,2,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
555,44,Gemma-SEA-LION v4 4B,few-shot,0,0,0,0
556,25,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
557,3,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
559,46,Gemma-SEA-LION v4 4B,few-shot,0,8,7,1
560,26,Gemma-SEA-LION v4 4B,chain-of-thought,0,6,2,4
561,4,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
563,48,Gemma-SEA-LION v4 4B,few-shot,0,9,9,0
564,27,Gemma-SEA-LION v4 4B,chain-of-thought,0,6,1,5
565,5,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
566,49,Gemma-SEA-LION v4 4B,few-shot,0,10,8,2
567,28,Gemma-SEA-LION v4 4B,chain-of-thought,0,4,1,3
568,6,Gemma-SEA-LION v4 4B,structured-output,0,5,4,1
569,50,Gemma-SEA-LION v4 4B,few-shot,0,9,8,1
570,29,Gemma-SEA-LION v4 4B,chain-of-thought,0,7,1,6
571,7,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
572,1,MedGemma 4B,zero-shot,0,0,0,0
573,30,Gemma-SEA-LION v4 4B,chain-of-thought,0,4,3,1
574,8,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
575,31,Gemma-SEA-LION v4 4B,chain-of-thought,0,7,4,3
576,9,Gemma-SEA-LION v4 4B,structured-output,0,10,8,2
577,32,Gemma-SEA-LION v4 4B,chain-of-thought,0,9,7,2
578,10,Gemma-SEA-LION v4 4B,structured-output,0,6,3,3
579,33,Gemma-SEA-LION v4 4B,chain-of-thought,0,4,4,0
580,11,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
581,34,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
582,12,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
583,35,Gemma-SEA-LION v4 4B,chain-of-thought,0,8,8,0
584,13,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
585,36,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
586,14,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
587,37,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
588,15,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
589,38,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
590,16,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
591,39,Gemma-SEA-LION v4 4B,chain-of-thought,0,8,6,2
592,17,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
593,40,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
594,18,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
595,41,Gemma-SEA-LION v4 4B,chain-of-thought,0,8,6,2
596,19,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
598,43,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
599,20,Gemma-SEA-LION v4 4B,structured-output,0,8,2,6
600,44,Gemma-SEA-LION v4 4B,chain-of-thought,0,0,0,0
601,21,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
602,2,MedGemma 4B,zero-shot,0,0,0,0
604,46,Gemma-SEA-LION v4 4B,chain-of-thought,0,8,7,1
605,22,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
607,48,Gemma-SEA-LION v4 4B,chain-of-thought,0,7,6,1
608,23,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
609,49,Gemma-SEA-LION v4 4B,chain-of-thought,0,10,7,3
610,24,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
611,50,Gemma-SEA-LION v4 4B,chain-of-thought,0,9,8,1
612,25,Gemma-SEA-LION v4 4B,structured-output,0,8,2,6
613,26,Gemma-SEA-LION v4 4B,structured-output,0,8,1,7
614,27,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
615,28,Gemma-SEA-LION v4 4B,structured-output,0,5,1,4
616,29,Gemma-SEA-LION v4 4B,structured-output,0,9,1,8
617,30,Gemma-SEA-LION v4 4B,structured-output,0,4,4,0
618,31,Gemma-SEA-LION v4 4B,structured-output,0,7,3,4
619,32,Gemma-SEA-LION v4 4B,structured-output,0,9,7,2
620,33,Gemma-SEA-LION v4 4B,structured-output,0,4,4,0
621,34,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
622,35,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
623,36,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
624,37,Gemma-SEA-LION v4 4B,structured-output,0,8,8,0
625,38,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
626,39,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
627,40,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
628,41,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
630,43,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
631,3,MedGemma 4B,zero-shot,0,10,10,0
632,44,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
634,46,Gemma-SEA-LION v4 4B,structured-output,0,0,0,0
636,48,Gemma-SEA-LION v4 4B,structured-output,0,9,8,1
637,49,Gemma-SEA-LION v4 4B,structured-output,0,10,8,2
638,50,Gemma-SEA-LION v4 4B,structured-output,0,9,8,1
639,4,MedGemma 4B,zero-shot,0,0,0,0
640,1,MedGemma 4B,few-shot,0,0,0,0
641,1,MedGemma 4B,chain-of-thought,0,0,0,0
642,1,MedGemma 4B,structured-output,0,0,0,0
643,1,Qwen 2.5 3B Instruct,chain-of-thought,0,10,5,5
644,1,Qwen 2.5 3B Instruct,structured-output,0,10,6,4
645,12,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
646,5,MedGemma 4B,zero-shot,0,0,0,0
647,6,MedGemma 4B,zero-shot,0,6,4,2
648,2,Qwen 2.5 3B Instruct,chain-of-thought,0,6,4,2
649,2,MedGemma 4B,few-shot,0,0,0,0
650,2,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
651,7,MedGemma 4B,zero-shot,0,0,0,0
652,3,Qwen 2.5 3B Instruct,chain-of-thought,0,11,9,2
653,3,MedGemma 4B,few-shot,0,0,0,0
654,2,MedGemma 4B,chain-of-thought,0,0,0,0
655,2,MedGemma 4B,structured-output,0,0,0,0
656,13,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
657,4,MedGemma 4B,few-shot,0,0,0,0
658,4,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
659,3,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
660,8,MedGemma 4B,zero-shot,0,0,0,0
661,3,MedGemma 4B,structured-output,0,0,0,0
662,14,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
663,3,MedGemma 4B,chain-of-thought,0,10,9,1
664,5,MedGemma 4B,few-shot,0,0,0,0
665,9,MedGemma 4B,zero-shot,0,7,5,2
666,4,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
667,5,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
668,4,MedGemma 4B,structured-output,0,0,0,0
669,15,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
670,6,MedGemma 4B,few-shot,0,7,6,1
671,4,MedGemma 4B,chain-of-thought,0,0,0,0
672,10,MedGemma 4B,zero-shot,0,8,3,5
673,6,Qwen 2.5 3B Instruct,chain-of-thought,0,1,1,0
674,5,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
675,7,Qwen 2.5 3B Instruct,chain-of-thought,0,2,2,0
677,5,MedGemma 4B,structured-output,0,0,0,0
678,7,MedGemma 4B,few-shot,0,0,0,0
679,16,Qwen 2.5 3B Instruct,few-shot,0,9,2,7
680,5,MedGemma 4B,chain-of-thought,0,0,0,0
681,11,MedGemma 4B,zero-shot,0,0,0,0
682,6,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
683,7,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
684,24,Qwen 2.5 3B Instruct,zero-shot,0,2,2,0
685,8,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
686,8,Qwen 2.5 3B Instruct,structured-output,0,13,12,1
687,25,Qwen 2.5 3B Instruct,zero-shot,0,4,0,4
688,9,Qwen 2.5 3B Instruct,chain-of-thought,0,4,4,0
689,9,Qwen 2.5 3B Instruct,structured-output,0,6,3,3
690,26,Qwen 2.5 3B Instruct,zero-shot,0,1,0,1
691,10,Qwen 2.5 3B Instruct,chain-of-thought,0,4,2,2
692,10,Qwen 2.5 3B Instruct,structured-output,0,4,1,3
693,27,Qwen 2.5 3B Instruct,zero-shot,0,5,0,5
694,11,Qwen 2.5 3B Instruct,chain-of-thought,0,10,7,3
695,11,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
696,28,Qwen 2.5 3B Instruct,zero-shot,0,3,1,2
697,12,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
698,12,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
699,29,Qwen 2.5 3B Instruct,zero-shot,0,9,2,7
700,13,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
701,13,Qwen 2.5 3B Instruct,structured-output,0,11,0,11
702,30,Qwen 2.5 3B Instruct,zero-shot,0,2,1,1
703,14,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
704,14,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
705,31,Qwen 2.5 3B Instruct,zero-shot,0,6,5,1
706,15,Qwen 2.5 3B Instruct,chain-of-thought,0,9,3,6
707,15,Qwen 2.5 3B Instruct,structured-output,0,11,4,7
708,32,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
709,16,Qwen 2.5 3B Instruct,chain-of-thought,0,7,2,5
710,16,Qwen 2.5 3B Instruct,structured-output,0,9,2,7
711,17,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
712,33,Qwen 2.5 3B Instruct,zero-shot,0,4,4,0
713,17,Qwen 2.5 3B Instruct,chain-of-thought,0,12,1,11
714,17,Qwen 2.5 3B Instruct,structured-output,0,13,3,10
715,18,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
716,34,Qwen 2.5 3B Instruct,zero-shot,0,8,4,4
717,18,Qwen 2.5 3B Instruct,chain-of-thought,0,5,0,5
718,18,Qwen 2.5 3B Instruct,structured-output,0,11,2,9
719,19,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
720,35,Qwen 2.5 3B Instruct,zero-shot,0,4,3,1
721,19,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
722,19,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
723,20,Qwen 2.5 3B Instruct,few-shot,0,5,0,5
724,36,Qwen 2.5 3B Instruct,zero-shot,0,1,0,1
725,20,Qwen 2.5 3B Instruct,chain-of-thought,0,4,1,3
726,20,Qwen 2.5 3B Instruct,structured-output,0,5,1,4
727,21,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
728,37,Qwen 2.5 3B Instruct,zero-shot,0,7,5,2
729,21,Qwen 2.5 3B Instruct,chain-of-thought,0,8,7,1
730,21,Qwen 2.5 3B Instruct,structured-output,0,11,10,1
731,22,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
732,38,Qwen 2.5 3B Instruct,zero-shot,0,13,10,3
733,22,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
734,22,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
735,23,Qwen 2.5 3B Instruct,few-shot,0,9,6,3
736,39,Qwen 2.5 3B Instruct,zero-shot,0,4,3,1
737,23,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
738,23,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
739,24,Qwen 2.5 3B Instruct,few-shot,0,3,2,1
740,40,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
741,24,Qwen 2.5 3B Instruct,chain-of-thought,0,2,2,0
742,24,Qwen 2.5 3B Instruct,structured-output,0,2,1,1
743,25,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
744,41,Qwen 2.5 3B Instruct,zero-shot,0,1,1,0
745,25,Qwen 2.5 3B Instruct,chain-of-thought,0,6,1,5
746,25,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
747,26,Qwen 2.5 3B Instruct,few-shot,0,8,2,6
749,43,Qwen 2.5 3B Instruct,zero-shot,0,6,5,1
750,26,Qwen 2.5 3B Instruct,chain-of-thought,0,2,1,1
751,26,Qwen 2.5 3B Instruct,structured-output,0,4,2,2
752,27,Qwen 2.5 3B Instruct,few-shot,0,8,1,7
753,44,Qwen 2.5 3B Instruct,zero-shot,0,12,7,5
754,27,Qwen 2.5 3B Instruct,chain-of-thought,0,7,1,6
755,27,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
756,28,Qwen 2.5 3B Instruct,few-shot,0,4,1,3
758,46,Qwen 2.5 3B Instruct,zero-shot,0,0,0,0
759,28,Qwen 2.5 3B Instruct,chain-of-thought,0,2,0,2
760,28,Qwen 2.5 3B Instruct,structured-output,0,4,0,4
761,29,Qwen 2.5 3B Instruct,few-shot,0,5,1,4
763,48,Qwen 2.5 3B Instruct,zero-shot,0,8,4,4
764,29,Qwen 2.5 3B Instruct,chain-of-thought,0,7,1,6
765,29,Qwen 2.5 3B Instruct,structured-output,0,10,2,8
766,30,Qwen 2.5 3B Instruct,few-shot,0,3,2,1
767,49,Qwen 2.5 3B Instruct,zero-shot,0,8,5,3
768,30,Qwen 2.5 3B Instruct,chain-of-thought,0,2,1,1
769,30,Qwen 2.5 3B Instruct,structured-output,0,3,2,1
770,31,Qwen 2.5 3B Instruct,few-shot,0,9,5,4
771,50,Qwen 2.5 3B Instruct,zero-shot,0,3,3,0
772,31,Qwen 2.5 3B Instruct,chain-of-thought,0,11,10,1
773,31,Qwen 2.5 3B Instruct,structured-output,0,12,8,4
774,32,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
775,32,Qwen 2.5 3B Instruct,chain-of-thought,0,6,3,3
776,32,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
777,33,Qwen 2.5 3B Instruct,few-shot,0,4,4,0
778,33,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
779,33,Qwen 2.5 3B Instruct,structured-output,0,4,4,0
780,34,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
781,34,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
782,34,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
783,35,Qwen 2.5 3B Instruct,few-shot,0,8,6,2
784,35,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
785,35,Qwen 2.5 3B Instruct,structured-output,0,2,0,2
786,36,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
787,36,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
788,36,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
789,37,Qwen 2.5 3B Instruct,few-shot,0,12,5,7
790,6,MedGemma 4B,chain-of-thought,0,6,5,1
791,37,Qwen 2.5 3B Instruct,chain-of-thought,0,3,3,0
792,6,MedGemma 4B,structured-output,0,9,7,2
793,7,MedGemma 4B,chain-of-thought,0,8,7,1
794,37,Qwen 2.5 3B Instruct,structured-output,0,7,5,2
795,38,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
796,7,MedGemma 4B,structured-output,0,0,0,0
797,38,Qwen 2.5 3B Instruct,chain-of-thought,0,6,5,1
798,38,Qwen 2.5 3B Instruct,structured-output,0,3,2,1
799,39,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
800,39,Qwen 2.5 3B Instruct,chain-of-thought,0,6,3,3
801,39,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
802,8,MedGemma 4B,few-shot,0,0,0,0
803,40,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
804,40,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
805,8,MedGemma 4B,chain-of-thought,0,0,0,0
806,40,Qwen 2.5 3B Instruct,structured-output,0,5,3,2
807,41,Qwen 2.5 3B Instruct,few-shot,0,7,4,3
808,8,MedGemma 4B,structured-output,0,0,0,0
809,41,Qwen 2.5 3B Instruct,chain-of-thought,0,7,0,7
810,41,Qwen 2.5 3B Instruct,structured-output,0,8,2,6
812,43,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
814,43,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
815,9,MedGemma 4B,few-shot,0,9,8,1
817,43,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
818,9,MedGemma 4B,chain-of-thought,0,7,5,2
819,44,Qwen 2.5 3B Instruct,few-shot,0,12,10,2
820,9,MedGemma 4B,structured-output,0,10,7,3
821,10,MedGemma 4B,few-shot,0,5,3,2
822,10,MedGemma 4B,chain-of-thought,0,7,3,4
823,10,MedGemma 4B,structured-output,0,6,3,3
824,11,MedGemma 4B,few-shot,0,0,0,0
825,11,MedGemma 4B,chain-of-thought,0,0,0,0
826,11,MedGemma 4B,structured-output,0,0,0,0
827,12,MedGemma 4B,zero-shot,0,0,0,0
828,12,MedGemma 4B,few-shot,0,0,0,0
829,12,MedGemma 4B,chain-of-thought,0,0,0,0
830,12,MedGemma 4B,structured-output,0,0,0,0
831,44,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
832,44,Qwen 2.5 3B Instruct,structured-output,0,14,10,4
833,13,MedGemma 4B,zero-shot,0,0,0,0
834,13,MedGemma 4B,few-shot,0,0,0,0
835,13,MedGemma 4B,chain-of-thought,0,0,0,0
836,13,MedGemma 4B,structured-output,0,0,0,0
837,14,MedGemma 4B,zero-shot,0,0,0,0
838,14,MedGemma 4B,few-shot,0,0,0,0
839,14,MedGemma 4B,chain-of-thought,0,0,0,0
840,14,MedGemma 4B,structured-output,0,0,0,0
841,15,MedGemma 4B,zero-shot,0,0,0,0
842,15,MedGemma 4B,few-shot,0,0,0,0
843,15,MedGemma 4B,chain-of-thought,0,0,0,0
845,46,Qwen 2.5 3B Instruct,few-shot,0,11,8,3
846,15,MedGemma 4B,structured-output,0,0,0,0
847,16,MedGemma 4B,zero-shot,0,0,0,0
